,review,review_tokenize,label,domain
819,tuyệt vời,tuyệt_vời,0.0,app
820,"sử dụng trong 2 tuần phần vết thâm mờ hẳn, nếu dùng toàn mặt hoặc cho vùng chữ tôi thì hạn chế dầu nhờn rất hiệu  quả .","sử_dụng trong 2 tuần phần vết thâm mờ hẳn , nếu dùng toàn mặt hoặc cho vùng chữ tôi thì hạn_chế dầu_nhờn rất hiệu_quả .",0.0,cosmetic
821,đủ dùng cho các bạn có nhu cầu học sơ cấp học. nhưng thật sự chưa thấy có gì đột phá rất với các phầm mềm học tiếng nhật khác. chúc kohi thành công,đủ dùng cho các bạn có nhu_cầu học sơ_cấp học . nhưng thật_sự chưa thấy có gì đột_phá rất với các phầm mềm học tiếng nhật khác . chúc kohi thành_công,1.0,app
822,"tin dùng sản phẩm của aneSa nhiều năm rồi. rất mừng vì đã có hàng chính hãng giá tốt tại lazada . dạng sữa nên khi bôi sẽ thấy hơi dầu, sau sẽ ráo ngay, nhưng không cảm nhận được có bám trên da không nên không đánh giá được độ  chịu nước . và hơi tốn :d","tin_dùng sản_phẩm của aneSa nhiều năm rồi . rất mừng vì đã có hàng chính hãng giá tốt tại lazada . dạng sữa nên khi bôi sẽ thấy hơi dầu , sau sẽ ráo ngay , nhưng không cảm_nhận được có bám trên da không nên không đánh_giá được độ chịu nước . và hơi tốn : d",0.0,cosmetic
823," cửa hàng  giao hàng rất nhanh, đóng gói kĩ càng, mua 3 món nên mình được tặng kem nền và son mini, cảm thấy rất ưng ý, sẽ ủng hộ  cửa hàng  dài..","cửa_hàng giao hàng rất nhanh , đóng_gói kĩ_càng , mua 3 món nên mình được tặng kem nền và son mini , cảm_thấy rất ưng_ý , sẽ ủng_hộ cửa_hàng dài . .",0.0,cosmetic
824,"anh chị mini world ơi, anh chị đã thử chức năng lưu trữ trong tính năng đặc biệt của mấy con mob chưa, hình như là nó xài không được, em không biết có phải là do máy em không, anh chị cảm phiền kiểm tra lại giúp em nha, nếu là do máy em thì xin lỗi vì đã làm phiền.","anh_chị mini world ơi , anh_chị đã thử chức_năng lưu_trữ trong tính_năng đặc_biệt của mấy con mob chưa , hình_như là nó xài không được , em không biết có phải là do máy em không , anh_chị cảm_phiền kiểm_tra lại giúp em nha , nếu là do máy em thì xin_lỗi vì đã làm_phiền .",1.0,app
825,"mong admin duyệt bài này dùm em. admin ơi , admin hãy tạo dùm em một hoặc 2 trạm poketop tại địa chỉ : chợ tiểu cần _ thị trấn tiểu cần _ tiểu cần _ trà vinh. cảm ơn admin nhiều. mong admin giúp em nhé. chờ hồi âm của admin","mong admin duyệt bài này dùm em . admin ơi , admin hãy tạo dùm em một hoặc 2 trạm poketop tại địa_chỉ : chợ tiểu cần _ thị_trấn tiểu cần _ tiểu cần _ trà vinh . cảm_ơn admin nhiều . mong admin giúp em nhé . chờ hồi_âm của admin",0.0,app
826,dép đẹp hơi nhỏ,dép đẹp hơi nhỏ,1.0,fashion
827,màu trắng không gửi gửi màu xanh quá nhỏ luôn,màu trắng không gửi gửi màu xanh quá nhỏ luôn,1.0,fashion
828,đẹp lắm luôn,đẹp lắm luôn,0.0,fashion
829,máy dùng ổn. tuy nhiên gửi tin nhắn kích hoạt bảo hành tới số 6060 thì không thấy tin nhắn trả về.  cửa hàng  cho hỏi kích hoạt bảo hành như nào vậy?,máy dùng ổn . tuy_nhiên gửi tin nhắn kích_hoạt bảo_hành tới số 6060 thì không thấy tin nhắn trả về . cửa_hàng cho hỏi kích_hoạt bảo_hành như nào vậy ?,1.0,mobile
830,"lúc trước rất thích đặt sách trên tiki vì giao hàng nhanh, mình ở tỉnh mà chỉ 1-2 ngày là có rồi. nhưng bây giờ thì không thể chấp nhận được, sách mình đặt trước tết mà giờ vẫn chưa giao, chờ cả 3 tuần rồi. đã thế còn tách thành 3 đơn và không hề gửi mail thông báo, đến khi mình gửi mail hỏi thì mới... bài đánh giá đầy đủ","lúc trước rất thích đặt sách trên tiki vì giao hàng nhanh , mình ở tỉnh mà chỉ 1 - 2 ngày là có rồi . nhưng bây_giờ thì không_thể chấp_nhận được , sách mình đặt trước tết mà giờ vẫn chưa giao , chờ cả 3 tuần rồi . đã thế còn tách thành 3 đơn và không hề gửi mail thông_báo , đến khi mình gửi mail hỏi thì mới ... bài đánh_giá đầy_đủ",1.0,app
831,"hàng chính hãng,giá cũng tốt","hàng chính hãng , giá cũng tốt",0.0,mobile
832,"mình đã dùng trước đây giờ sale nên mua thêm, rất ổn","mình đã dùng trước đây giờ sale nên mua thêm , rất ổn",0.0,cosmetic
833,san pham  đẹp ,san pham đẹp,0.0,fashion
834, sản phẩm  dùng rất thích,sản_phẩm dùng rất thích,0.0,cosmetic
835,đẹp .ok.rẽ,đẹp . ok . rẽ,0.0,fashion
836,ứng dụng này rất hay có thể vừa học vừa chơi giúp tôi học một cách dễ dàng hơn,ứng_dụng này rất hay có_thể vừa học vừa chơi giúp tôi học một_cách dễ_dàng hơn,0.0,app
837,hàng giao không giống hình,hàng giao không giống hình,1.0,fashion
838,"giao hàng nhanh quá, hịhi","giao hàng nhanh quá , hịhi",0.0,mobile
839,"mình đã dùng em này được 3 năm rồi đó dạng tuýp rất dễ bảo  quả n, cảm nhận về em này trong việc làm mờ thâm và sáng da là 1010 luôn.","mình đã dùng em này được 3 năm rồi đó dạng tuýp rất dễ bảo quả n , cảm_nhận về em này trong việc_làm mờ thâm và sáng da là 1010 luôn .",0.0,cosmetic
840,tốt. tuy nhiên sản phẩm bị trắng giống như tách lớp khi đổ mồ hôi.,tốt . tuy_nhiên sản_phẩm bị trắng giống như tách lớp khi đổ mồ_hôi .,1.0,cosmetic
841,"dịch vụ giao hàng khá nhanh, xài khá được","dịch_vụ giao hàng khá nhanh , xài khá được",0.0,cosmetic
842,giao hang sai màu đặt màu đỏ giao màu hồng lại con hang rắc nữa chứa😠,giao hang sai màu đặt màu đỏ giao màu hồng lại con hang rắc nữa chứa 😠,1.0,fashion
843,"sữa_dưỡng mình xài bị dị ứng, còn lại rất tốt.. giá rẻ chất lượng 👍","sữa_dưỡng mình xài bị dị_ứng , còn lại rất tốt . . giá rẻ chất_lượng 👍",0.0,cosmetic
844,"nghi vấn ? hàng về đến nơi thì tem kiểm định đã bị cào tróc gần hết nắp chai khác hẳn màu thân chai, trong khi em gái mua bên maL sendo màu rất ok. chất kem rít không thấm nhanh như gói thử và bên sendo. thất vọng!","nghi_vấn ? hàng về đến nơi thì tem kiểm_định đã bị cào tróc gần hết nắp chai khác hẳn màu thân chai , trong khi em_gái mua bên maL sendo màu rất ok . chất kem rít không thấm nhanh như gói thử và bên sendo . thất_vọng !",1.0,cosmetic
845, sản phẩm  tốt! giao hàng nhanh!,sản_phẩm tốt ! giao hàng nhanh !,0.0,cosmetic
846,"chất rất thích hợp cho kiểu áo gia đinh,vừa tôi tiền lại vừa mát","chất rất thích_hợp cho kiểu áo gia đinh , vừa tôi tiền lại vừa mát",0.0,fashion
847,tôi đã sử dụng qua phần mền này nhiều lần rồi ! lần nào nó cũng khiến tôi relaxed nó giúp tôi tiết kiệm thời gian trông việc học tập và tra từ mới . chẳng có lý do nào mà tôi lại đánh giá   1star   cả !  cám ơn  for reading !!🤩🤩😍😍,tôi đã sử_dụng qua phần mền này nhiều lần rồi ! lần nào nó cũng khiến tôi relaxed nó giúp tôi tiết_kiệm thời_gian trông việc học_tập và tra từ mới . chẳng có_lý_do nào mà tôi lại đánh_giá 1star cả ! cám_ơn for reading ! ! 🤩 🤩 😍 😍,0.0,app
848,sản phẩm đẹp,sản_phẩm đẹp,0.0,fashion
849,"rất hài lòng với sản phẩm, chất vải đẹp, đường may đẹp. tốt hơn rất nhiều rất với số tiền bỏ ra.","rất hài_lòng với sản_phẩm , chất vải đẹp , đường may đẹp . tốt hơn rất nhiều rất với số tiền bỏ ra .",0.0,fashion
850,đề nghị nhà phát hành việt hoá cho game để có thể chơi game dễ hơn chứ toàn tự động tiếng anh không hiểu gì hết,đề_nghị nhà phát_hành việt_hoá cho game để có_thể chơi game dễ hơn chứ toàn tự_động tiếng anh không hiểu gì hết,1.0,app
851,mình nghĩ là nph nên điều chỉnh lại phần quà trong thưởng sự kiện đua bang. các tư vấn cùng cống hiến như nhau mà phần thưởng lệch quá nhiều,mình nghĩ là nph nên điều_chỉnh lại phần quà trong thưởng sự_kiện đua_bang . các tư_vấn cùng cống_hiến như nhau mà phần_thưởng lệch quá nhiều,1.0,app
852,"....😂👍ok ! rất tốt , mọi người cùng chung tay đẩy lùi covid hãy cài đặt bluezoner bảo vệ mình và bảo vệ cộng đồng.","... . 😂 👍 ok ! rất tốt , mọi người cùng chung tay đẩy_lùi covid hãy cài_đặt bluezoner bảo_vệ mình và bảo_vệ cộng_đồng .",0.0,app
853,"quốc khánh việt nam mà game đéo có 2 cái sk gì để mừng cả, con game có ban điều hành làm sk ngu nhất tệ nhất hút máu nhất từng thấy trong khi các game khác đang chạy hàng loạt sk mừng 29 thì ở game này chỉ thấy chửi với cay cú","quốc_khánh việt_nam mà game đéo có 2 cái sk gì để mừng cả , con game có ban điều_hành làm sk ngu nhất tệ nhất hút máu nhất từng thấy trong khi các game khác đang chạy hàng_loạt sk mừng 29 thì ở game này chỉ thấy chửi với cay_cú",1.0,app
854,hàng đẹp..... rất được,hàng đẹp ... . . rất được,0.0,fashion
855, cửa hàng  giao chậm trễ. trễ ngày. giao hàng lâu. sản phẩm không ưng ý lắm,cửa_hàng giao chậm_trễ . trễ ngày . giao hàng lâu . sản_phẩm không ưng_ý lắm,1.0,fashion
856, 5star  dong vien  cửa hàng ,5star dong vien cửa_hàng,0.0,fashion
857,"nguyên sao yêu  chưa kích hoạt, máy tốt mượt ảnh đẹp","nguyên sao yêu chưa kích_hoạt , máy tốt mượt ảnh đẹp",0.0,mobile
858,"quần đẹp, nhưng mặc không vừa 😭😭","quần đẹp , nhưng mặc không vừa 😭 😭",1.0,fashion
859,máy mới như gì vậy chơi game laG tệ hại.,máy mới như gì vậy chơi game laG tệ_hại .,1.0,mobile
860,"mấy thanh niên đòi thẻ form ấy, ai chả biết là nhiều form mà đó tuỳ vào giới tính của pokemon. pokemon go đi theo truyền thống game của nó đó giờ, không có vụ thẻ đâu nhá, kím được pokemon đực hay cái tiến hoá vào ngày hay đêm mới quyết định form của một số loại hiểu không?!!","mấy thanh_niên đòi thẻ form ấy , ai chả biết là nhiều form mà đó tuỳ vào giới_tính của pokemon . pokemon go đi theo truyền_thống game của nó đó giờ , không có vụ thẻ đâu nhá , kím được pokemon đực hay cái tiến_hoá vào ngày hay đêm mới quyết_định form của một_số loại hiểu không ? ! !",0.0,app
861,"mình mua trong đợt sale 12.12 mà giao hàng rất nhanh, đóng gói chắc chắn cẩn thận, giao hàng đủ. sẽ tiếp tục ủng hộ  cửa hàng  🥰🥰🥰🥰🥰🥰","mình mua trong đợt sale 12.12 mà giao hàng rất nhanh , đóng_gói chắc_chắn cẩn_thận , giao hàng đủ . sẽ tiếp_tục ủng_hộ cửa_hàng 🥰 🥰 🥰 🥰 🥰 🥰",0.0,cosmetic
862,càng ngày càng tệ đang online bình thường tự nhiên tài khoản bị khoá rồi bảo xác nhận danh tính vào xác nhận danh tính thì chờ mật khẩu gửi về mà cả ngày không thấy không gửi mật khẩu thì lấy gì mà xác nhận bây giờ xác định mất luôn tài khoản facebOk mong admin kiểm tra lại và sớm khắc phục cho người ... bài đánh giá đầy đủ,càng ngày_càng tệ đang online bình_thường tự_nhiên tài_khoản bị khoá rồi bảo xác_nhận danh_tính vào xác_nhận danh_tính thì chờ mật_khẩu gửi về mà cả ngày không thấy không gửi mật_khẩu thì lấy gì mà xác_nhận bây_giờ xác_định mất luôn tài_khoản facebOk mong admin kiểm_tra lại và sớm khắc_phục cho người ... bài đánh_giá đầy_đủ,1.0,app
863,"chất lượng, như hình","chất_lượng , như hình",0.0,fashion
864,thiếu tiếng việt,thiếu tiếng việt,1.0,app
865,- lúc đầu thấy cài đặt rồi vội vàng vô game ai dè 28 mới  được  chơi😂cầu mong hay để làm game tâm huyết😀,- lúc đầu thấy cài_đặt rồi vội_vàng vô game ai dè 28 mới được chơi 😂 cầu_mong hay để làm game tâm_huyết 😀,0.0,app
866,đầm đúng y hình mặc rất đẹp,đầm đúng y hình mặc rất đẹp,0.0,fashion
867,"giao hàng rất nhanh, xài rất hiệu  quả ","giao hàng rất nhanh , xài rất hiệu_quả",0.0,cosmetic
868,"màu son lên đẹp, giao hàng nhanh","màu son lên đẹp , giao hàng nhanh",0.0,cosmetic
869,"đang chơi game và đột nhiên có thông báo đăng nhập facebOk và online thì tài khoản bị vô hiệu hoá trong khi tài khoản của tôi không chia sẽ cũng như đăng bài có xu hướng bạo lực, 18+ , buôn bán,mê tín, vậy tại sao lại vô hiệu hoá tài khoản? và tài khoản của tôi đã cung cấp đầy đủ thông tin vậy mà b... bài đánh giá đầy đủ","đang chơi game và đột_nhiên có thông_báo đăng_nhập facebOk và online thì tài_khoản bị vô_hiệu_hoá trong khi tài_khoản của tôi không chia sẽ cũng như đăng bài có xu_hướng bạo_lực , 18 + , buôn_bán , mê_tín , vậy tại_sao lại vô_hiệu_hoá tài_khoản ? và tài_khoản của tôi đã cung_cấp đầy_đủ thông_tin vậy_mà b ... bài đánh_giá đầy_đủ",1.0,app
870,mua dùm cho ba nên cũng không biết dùng lâu dài sao nhưng máy dùng mượt thấy cũng được mà giá thì rẻ,mua dùm cho ba nên cũng không biết dùng lâu_dài sao nhưng máy dùng mượt thấy cũng được mà giá thì rẻ,0.0,mobile
871, sản phẩm  tốt,sản_phẩm tốt,0.0,mobile
872,xài rất được nha,xài rất được nha,0.0,cosmetic
873,"chất vải đẹp, mình rất thích,  cửa hàng  phục vụ rất tốt","chất vải đẹp , mình rất thích , cửa_hàng_phục_vụ rất tốt",0.0,fashion
874,"admin ơi, sao lúc vào phần luyện phát âm trong  tiếng nhật mỗi ngày  thì cứ aP cứ hay hiện chữ  kohi education has stoPed working  vậy ạ? mong admin khắc phục","admin ơi , sao lúc vào phần luyện phát_âm trong tiếng nhật mỗi ngày thì cứ aP cứ hay hiện chữ kohi education has stoPed working vậy ạ ? mong admin khắc_phục",1.0,app
875,máy mới xai tốt bán rẻ nữa,máy mới xai tốt bán rẻ nữa,0.0,mobile
876,"nhận hàng còn nguyên seal, phụ kiện đủ như trên thân hộp có ghi, tuy nhiên chấu sạc của mình màu trắng, chắc tuỳ hộp nhỉ pin vừa mở ra hơn 50% dùng 2 ngày mới phải sạc, đã dùng một tuần không có vấn đề gì, deal trên lzd rẻ hơn cả  cửa hàng E và web hãng","nhận hàng còn nguyên seal , phụ_kiện đủ như trên thân hộp có ghi , tuy_nhiên chấu sạc của mình màu trắng , chắc tuỳ hộp nhỉ pin vừa mở ra hơn 50 % dùng 2 ngày mới phải sạc , đã dùng một tuần không có vấn_đề gì , deal trên lzd rẻ hơn cả cửa_hàng E và web hãng",0.0,mobile
877,áo giống hình  quả người cáo..vải đẹp quá được,áo giống hình quả người cáo . . vải đẹp quá được,0.0,fashion
878,da nhạy cảm sẽ bị dị ứng,da nhạy_cảm sẽ bị dị_ứng,1.0,cosmetic
879,mấy ông nào chơi không  được  thì vô cài đặt bấm zo chỗ  quả nó lý ứng dụng rồi bấm vào game pokemon có cái chữ xoá dữ liệu nhấn zo. xông rồi zo game lại nhớ phải đăng nhập bằng tài khoản gOgle nha nhớ bật gps lên nha xong rồi thương thức trò chơi đi,mấy ông nào chơi không được thì vô cài_đặt bấm zo chỗ quả nó lý ứng_dụng rồi bấm vào game pokemon có cái chữ xoá dữ_liệu nhấn zo . xông rồi zo game lại nhớ phải đăng_nhập bằng tài_khoản gOgle nha nhớ bật gps lên nha xong rồi thương thức trò_chơi đi,0.0,app
880,vải mỏng nylon nóng.  cửa hàng  cố ý để  cỡ  trắng sao giá rẻ hơn các  cỡ  màu khác để giao hàng lỗi cho khách. dây kéo may ngược vào trong không mặc  được . đã đổi trả.,vải mỏng nylon nóng . cửa_hàng cố_ý để cỡ trắng sao giá rẻ hơn các cỡ màu khác để giao hàng lỗi cho khách . dây kéo may ngược vào trong không mặc được . đã đổi trả .,1.0,fashion
881,"không phải dép của hãng eroSka,ko có ghi nhãn hiệu của hãng trên dép,ko hài lòng","không phải dép của hãng eroSka , ko có ghi nhãn_hiệu của hãng trên dép , ko hài_lòng",1.0,fashion
882,vải xù giặc 1l nhìn như đồ bị dính kem vậy đó,vải xù giặc 1l nhìn như đồ bị dính kem vậy đó,1.0,fashion
883,mặt nạ ơi sever mở vào ngày 256 nha mặt nạ gam không còn giống như trước nữa cũng không đẹp nữa nhưng mà game hay nha chúc cho admin tiếp tục phát triển nha😘,mặt_nạ ơi sever mở vào ngày 256 nha mặt_nạ gam không còn giống như trước nữa cũng không đẹp nữa nhưng mà game hay nha chúc cho admin tiếp_tục phát_triển nha_😘,0.0,app
884,"game có hệ thống nhiệm vụ nhiều, hệ thống thê thiếp xinh đẹp và lộng lẫy, tuy nhiên vẫn có một số từ ngữ dịch chưa chuẩn , vẫn cho  5star  khuyến khích các bạn admin và mod nhé :d !","game có hệ_thống nhiệm_vụ nhiều , hệ_thống thê_thiếp xinh_đẹp và lộng_lẫy , tuy_nhiên vẫn có một_số từ_ngữ dịch chưa chuẩn , vẫn cho 5star khuyến_khích các bạn admin và mod nhé : d !",1.0,app
885,"quần đẹp. mình 47 không 1,56 mặc vừa y  cỡ  mình nhé mọi người.","quần đẹp . mình 47 không 1,56 mặc vừa y cỡ mình nhé mọi người .",0.0,fashion
886,"chào facebOk ! tôi đã bật xác thực 2 yếu tố trên facebOk và dùng ứng dụng gOgle  chuẩn chính hãng ator trên điện thoại để nhận mã phê duyệt đăng nhập. tuy nhiên do điện thoại bị hỏng, tôi thay điện thoại nên hiện tại không còn ứng dụng gOgle  chuẩn chính hãng ator để nhận mã phê duyệt đăng nhập vào facebOk được ... bài đánh giá đầy đủ","chào facebOk ! tôi đã bật xác_thực 2 yếu_tố trên facebOk và dùng ứng_dụng gOgle chuẩn chính hãng ator trên điện_thoại để nhận mã phê_duyệt đăng_nhập . tuy_nhiên do điện_thoại bị hỏng , tôi thay điện_thoại nên hiện_tại không còn ứng_dụng gOgle chuẩn chính hãng ator để nhận mã phê_duyệt đăng_nhập vào facebOk được ... bài đánh_giá đầy_đủ",0.0,app
887,sản phẩm phù hợp với giá,sản_phẩm phù_hợp với giá,0.0,fashion
888,"khi nào ra mắt ver2 vậy. bị cuồng aP rồi. rảnh lúc nào là lôi ra học lúc đấy. mình rất thích cách học từ mới rất khoa học. học nốt n4 sẽ mua luôn n3, mong là giáo viên hỗ troẹ vẫn là cô an, nhiệt tình với học viên dễ sợ","khi nào ra_mắt ver2 vậy . bị cuồng aP rồi . rảnh lúc nào_là lôi ra học lúc đấy . mình rất thích cách học từ mới rất khoa_học . học nốt n4 sẽ mua luôn n3 , mong là giáo_viên hỗ troẹ vẫn là cô an , nhiệt_tình với học_viên dễ sợ",0.0,app
889,dép form hơi nhỏ.,dép form hơi nhỏ .,1.0,fashion
890,hàng rất được nha :3 . có điều shiPer hơi khó chịu 😅,hàng rất được nha : 3 . có điều shiPer hơi khó_chịu 😅,1.0,fashion
891,mà ghi là đã nhận bán hàng thiếu trách nhiệm,mà ghi là đã nhận bán hàng thiếu trách_nhiệm,1.0,cosmetic
892,"ứng dụng tuyệt vời. nhưng vẫn có vài điểm mình mong muốn các bạn hoàn thiện hơn. đó là hỗ trợ nhiều kích thước màn hình hơn, máy mình màn hình 18:9 nên bị lộ phần phím điều hướng bên dưới rất xấu. và thứ 2, hơi không liên quan, mình hi vọng các bạn có phiên bản oFline cho windows pc, chứ bản web kh... bài đánh giá đầy đủ","ứng_dụng tuyệt_vời . nhưng vẫn có vài điểm mình mong_muốn các bạn hoàn_thiện hơn . đó là hỗ_trợ nhiều kích_thước màn_hình hơn , máy mình màn_hình 18 : 9 nên bị lộ phần phím điều hướng bên dưới rất xấu . và thứ 2 , hơi không liên_quan , mình hi_vọng các bạn có phiên_bản oFline cho windows pc , chứ bản web kh ... bài đánh_giá đầy_đủ",1.0,app
893,"ủng hộ ứng dụng, khai báo y tế tự nguyện để cùng nhau đẩy lùi dịch bệnh","ủng_hộ ứng_dụng , khai_báo y_tế tự_nguyện để cùng nhau đẩy_lùi dịch_bệnh",0.0,app
894,"bản cập nhật mới quá tệ. wifi 5 cục mà không gửi được tin nhắn. không hiểu tại sao lại không xem được ảnh và video, mỗi lần nhấn vào ảnh hay video thì lại thông báo  meSenger đã dừng lại . bức xúc lắm 😠😠😠 không tải được thêm sticker về nữa. ghét :(((((","bản cập_nhật mới quá tệ . wifi 5 cục mà không gửi được tin nhắn . không hiểu tại_sao lại không xem được ảnh và video , mỗi lần nhấn vào ảnh hay video thì lại thông_báo meSenger đã dừng lại . bức_xúc lắm 😠 😠 😠 không tải được thêm sticker về nữa . ghét : ( ( ( ( (",1.0,app
895,mới nhận  sản phẩm  2 ngày. cảm quan khá ok. để xài thử vài hôm nữa xem sao. màu xanh nhìn đẹp hơn ảnh nhìu. sau một ngày đã  được  kích hoạt bảo hành. nói chung khá ưng. mỗi tội cảm biến vân tay hơi không nhạy một tẹo. phải để đúng vị trí nó mới chịu nhận dạng.,mới nhận sản_phẩm 2 ngày . cảm_quan khá ok . để xài thử vài hôm nữa xem sao . màu xanh nhìn đẹp hơn ảnh nhìu . sau một ngày đã được kích_hoạt bảo_hành . nói_chung khá ưng . mỗi tội cảm_biến vân tay hơi không nhạy một_tẹo . phải để đúng vị_trí nó mới chịu nhận_dạng .,1.0,mobile
896,đẹp nhưng màu hơi không giống hình chút thui...,đẹp nhưng màu hơi không giống hình chút thui ...,1.0,fashion
897,"đây là cái ứng dụng rác nhất mà tôi biết! tài khoản của tôi chỉ đăng đúng một bài hỏi ý kiến , không hề có ý xúc phạm đến bất kì ai mà cứ đăng một bài là tôi bị khoá một nick. tôi cần lời giải thích chính đáng trong trường hợp của tôi.!!! thật sự thì tôi đang rất bực mình 😡😡😡😡😡","đây là cái ứng_dụng rác nhất mà tôi biết ! tài_khoản của tôi chỉ đăng đúng một bài hỏi ý_kiến , không hề có ý xúc_phạm đến bất_kì ai mà cứ đăng một bài là tôi bị khoá một nick . tôi cần lời giải_thích chính_đáng trong trường_hợp của tôi . ! ! ! thật_sự thì tôi đang rất bực_mình 😡 😡 😡 😡 😡",1.0,app
898,sản phẩm tốt hợp với giá tiền,sản_phẩm tốt hợp với giá tiền,0.0,fashion
899,"mình dùng thử chỉ được mỗi sữa rửa mặt. phim thấm dầu cũng ok, còn lại không dùng được. mọi người cân nhắc da mình trước khi mua nhé!","mình dùng thử chỉ được mỗi sữa rửa mặt . phim thấm dầu cũng ok , còn lại không dùng được . mọi người cân_nhắc da mình trước khi mua nhé !",1.0,cosmetic
900,"chả hiểu vì lý do gì mà facebOk lại khoá tài khoản cá nhân của mình và bắt xác minh tài khoản. khi mình xác minh tài khoản thì có chọn cách gửi mã xác nhận về điện thoại, nhưng từ đếm qua đến bây giờ mình thử không biết bao nhiêu lần rồi, ấn gửi lại mã cũng rất nhiều lần nhưng vẫn chẳng nhận được t... bài đánh giá đầy đủ","chả hiểu vì lý_do gì mà facebOk lại khoá tài_khoản cá_nhân của mình và bắt xác_minh tài_khoản . khi mình xác_minh tài_khoản thì có chọn cách gửi mã xác_nhận về điện_thoại , nhưng từ đếm qua đến bây_giờ mình thử không biết_bao_nhiêu lần rồi , ấn gửi lại mã cũng rất nhiều lần nhưng vẫn chẳng nhận được t ... bài đánh_giá đầy_đủ",1.0,app
901,"giá tốt, giao hàng siêu nhanh. chất lương thì cần  thời gian  mới biết được","giá tốt , giao hàng siêu nhanh . chất lương thì cần thời_gian mới biết được",0.0,mobile
902,tuyệt vời👌👌🥰,tuyệt_vời 👌 👌 🥰,0.0,app
903,"giao hàng nhanh, chất lượng ngon trong tầm giá","giao hàng nhanh , chất_lượng ngon trong tầm giá",0.0,mobile
904,sao không nhận được quà tặng đính kèm sản phẩm?,sao không nhận được quà tặng đính kèm sản_phẩm ?,1.0,cosmetic
905,đẹp vừa  cỡ .,đẹp vừa cỡ .,0.0,fashion
906,"admin ơi, dù trò tên là afk arena nhưng mình nghĩ nên có một vài feature cho người chơi tự cày bằng tay, phần thưởng nhỏ nhưng còn đỡ hơn là chờ cả ngày để vào nhận tăng chỉ một level. giới hạn nhận quà hàng ngày này kia cũng giãn ra, đi ải rồi lặp lại này kia, thêm một vài nhân vật và thêm sự kiện thi đua m... bài đánh giá đầy đủ","admin ơi , dù trò tên là afk arena nhưng mình nghĩ nên có một_vài feature cho người chơi tự cày bằng tay , phần_thưởng nhỏ nhưng còn đỡ hơn là chờ cả ngày để vào nhận tăng chỉ một level . giới_hạn nhận quà hàng ngày này kia cũng giãn ra , đi ải rồi lặp lại này kia , thêm một_vài nhân_vật và thêm sự_kiện thi_đua m ... bài đánh_giá đầy_đủ",1.0,app
907,đẹp tốt. có tặng 6 cái stiker siêu siêu dethw,đẹp tốt . có tặng 6 cái stiker siêu siêu dethw,0.0,fashion
908,hàng ok. đáng mua.,hàng ok . đáng mua .,0.0,fashion
909,quần đẹp lắm  cửa hàng  ơi,quần đẹp lắm cửa_hàng ơi,0.0,fashion
910,sữa rửa mặt của hada labo không bao giờ làm mình thất vọng,sữa rửa mặt của hada labo không bao_giờ làm mình thất_vọng,0.0,cosmetic
911,chất liệu vải tốt màu cũng đẹp tớ bán hàng online nên sẽ ủng hộ  cửa hàng   cửa hàng  bán hàng chất lượng cho  cửa hàng   5star ,chất_liệu vải tốt màu cũng đẹp tớ bán hàng online nên sẽ ủng_hộ cửa_hàng cửa_hàng bán hàng chất_lượng cho cửa_hàng 5star,0.0,fashion
912,dùng tốt,dùng tốt,0.0,cosmetic
913,"hàng chất vải rất đẹp.nhận được hàng ưng ý hết sức.giá cả phải chăng,mọi người đừng ham rẻ hơn nha,mình mua nhiều chỗ rẻ hơn chất vải không được như vậy đâu.chất khác vừa vặn. 5star ","hàng chất vải rất đẹp . nhận được hàng ưng_ý hết_sức . giá_cả phải_chăng , mọi người đừng ham rẻ hơn nha , mình mua nhiều chỗ rẻ hơn chất vải không được như vậy đâu . chất khác vừa_vặn . 5star",0.0,fashion
914,vải mỏng,vải mỏng,1.0,fashion
915,trong hình có quà tặng. nhưng khi gửi lại không có. chỉ có sữa rửa mặt thôi,trong hình có quà tặng . nhưng khi gửi lại không có . chỉ có sữa rửa mặt thôi,1.0,cosmetic
916,"giao hàng không đúng, gọi không thèm nghe .thất vọng vô cùng. nói tới ứa gan.","giao hàng không đúng , gọi không thèm nghe . thất_vọng vô_cùng . nói tới ứa gan .",1.0,fashion
917,ứng dụng mất tiền. mọi người lưu ý trước khi tải,ứng_dụng mất tiền . mọi người lưu_ý trước khi tải,0.0,app
918,đặt mua khung giờ 0h-2h ngày 2409 nhưng sao không có quà tặng thùng bia kèm vậy  cửa hàng  ơi?,đặt mua khung giờ 0h - 2h ngày 2409 nhưng sao không có quà tặng thùng bia kèm vậy cửa_hàng ơi ?,1.0,mobile
919,"có một điểm trừ ở phần kiểm tra anh việt, vị trí các từ có thay đổi nhưng vị trí của đáp án lại không thay đổi vẫn ở vị trí cũ, vì vậy khi em nhớ được vị trí đáp án thì sẽ dễ dàng chọn đúng. mong nph có thể đảo cả vị trí của đáp án nữa, như vậy sẽ tốt hơn  positive )","có một điểm trừ ở phần kiểm_tra anh việt , vị_trí các từ có thay_đổi nhưng vị_trí của đáp_án lại không thay_đổi vẫn ở vị_trí cũ , vì_vậy khi em nhớ được vị_trí đáp_án thì sẽ dễ_dàng chọn đúng . mong nph có_thể đảo cả vị_trí của đáp_án nữa , như_vậy sẽ tốt hơn positive )",1.0,app
