id,review,review_tokenize,complaint_label,domain,split
train_001070,tất cả đều ổn .,tất_cả đều ổn .,0,mobile,train
train_001071,xin chào ad! admin có thể cho thêm tính năng khôi phục lại các hoạt động và bài viết mình đã đăng lúc trước trong một khoảng thời gian nhất định được không?? vd: khôi phục các hoạt động đã đăng cách đây 20 ngày chẳng hạn. mong admin giúp cho.  cám ơn  you!!,xin chào ad ! admin có_thể cho thêm tính_năng khôi_phục lại các hoạt_động và bài viết mình đã đăng lúc trước trong một khoảng thời_gian nhất_định được không ? ? vd : khôi_phục các hoạt_động đã đăng cách đây 20 ngày chẳng_hạn . mong admin giúp cho . cám_ơn you ! !,1,app,train
train_001072,bạn nên cho thêm những bài hát kpop vì giới trẻ tuổi tEn hiện nay họ rất cô chuộng những dòng nhạc đó ví dụ như những nhóm nhạc twice  bình thường sao black pink exo mamamO những nhóm nhạc này thường được nhiều bạn tuổi tEn ưa chuộng vậy nên tôi nghĩ nên cho thêm những bài hát của những nhóm nhạc này sẽ khiến... bài đánh giá đầy đủ,bạn nên cho thêm những bài hát kpop vì giới trẻ tuổi tEn hiện_nay họ rất cô chuộng những dòng nhạc đó ví_dụ như những nhóm nhạc twice bình_thường sao black pink exo mamamO những nhóm nhạc này thường được nhiều bạn tuổi tEn ưa_chuộng vậy nên tôi nghĩ nên cho thêm những bài hát của những nhóm nhạc này sẽ khiến ... bài đánh_giá đầy_đủ,1,app,train
train_001073,aPly xong khá rít. không ưng lắm,aPly xong khá rít . không ưng lắm,1,cosmetic,train
train_001074,đây là game lừa đảo cần chú ý khi tham gia chơi. admin được cài vào cho dù bạn được top một admin cũng không cho các bạn lãnh thưởng mà sẽ phá hệ thống làm các bạn mất top một thì thôi. hãy đầu tư vào những game khác.,đây là game lừa_đảo cần chú_ý khi tham_gia chơi . admin được cài vào cho_dù bạn được top một admin cũng không cho các bạn lãnh thưởng mà sẽ phá hệ_thống làm các bạn mất top một thì thôi . hãy đầu_tư vào những game khác .,1,app,train
train_001075,cỡ sao mà vẫn to,cỡ sao mà vẫn to,1,fashion,train
train_001076,đầm quá đẹp nha  cửa hàng  mình đặt mua nữa,đầm quá đẹp nha cửa_hàng mình đặt mua nữa,0,fashion,train
train_001077,vải không đẹp lắm nhưng củng được,vải không đẹp lắm nhưng củng được,1,fashion,train
train_001078,"vải rất tệ,mặc nóng ..","vải rất tệ , mặc nóng . .",1,fashion,train
train_001079,"lazada có vẻ không  quả nó lý được các  cửa hàng , nơi  cửa hàng  bán thế nào thì mặc kệ họ. nếu bạn mua hàng tức là đang đánh cược số tiền của mình, nếu may mắn thì được hàng ok. còn không thì bạn sẽ mất tiền kèm theo một cục phẫn nộ trong người. hình thức đổi trả chỉ là dòng chữ không có tác dụng, nếu  cửa hàng  đồng ý ... bài đánh giá đầy đủ","lazada có vẻ không quả nó lý được các cửa_hàng , nơi cửa_hàng bán thế_nào thì mặc_kệ họ . nếu bạn mua hàng tức_là đang đánh_cược số tiền của mình , nếu may_mắn thì được hàng ok . còn không thì bạn sẽ mất tiền kèm theo một cục phẫn_nộ trong người . hình_thức đổi trả chỉ là dòng chữ không có tác_dụng , nếu cửa_hàng đồng_ý ... bài đánh_giá đầy_đủ",1,app,train
train_001080,trò chơi rõ chán nạp tiền nhiều thì giết được một guild dễ dàng thế thì đưa mấy đứa nạp tiền vô lên thẳng đi  positive ) luyện làm gì cho mệt. trò chơi thì ưu tiên những người chơi nạp tiền là vì lợi ích nph là đúng nhưng làm nó quá khác biệt với số còn lại thì lại làm mất đi tính hay.,trò_chơi rõ chán nạp tiền nhiều thì giết được một guild dễ_dàng thế_thì đưa mấy đứa nạp tiền vô lên thẳng đi positive ) luyện làm gì cho mệt . trò_chơi thì ưu_tiên những người chơi nạp tiền là vì lợi_ích nph là đúng nhưng làm nó quá khác_biệt với số còn lại thì lại làm mất đi tính hay .,1,app,train
train_001081,tam on.quan vai mỏng qua,tam on . quan vai mỏng qua,1,fashion,train
train_001082,liên quân mobile đúng là một game huyền thoại làm cho người mới chơi một cảm giác cực phiêu. nhưng bên cạnh đó khi đã yêu game đến bất chấp thì lại thấy game đang đứng về phía vật chất nhiều hơn là một game phổ biến cho tất cả mọi người không phân biệt hoàn cảnh và điều kiện kinh tế. cũng rất thông cảm ... bài đánh giá đầy đủ,liên_quân mobile đúng là một game huyền_thoại làm cho người mới chơi một cảm_giác cực phiêu . nhưng bên cạnh đó khi đã yêu game đến bất_chấp thì lại thấy game đang đứng về phía vật_chất nhiều hơn là một game phổ_biến cho tất_cả mọi người không phân_biệt hoàn_cảnh và điều_kiện kinh_tế . cũng rất thông_cảm ... bài đánh_giá đầy_đủ,0,app,train
train_001083,tot giao hang nhanh kich hoat bao hanh gì um minh,tot giao hang nhanh kich hoat bao hanh gì um minh,0,mobile,train
train_001084,giao hàng nhanH. châtd lượng thì phải sử dụng đã mới biết được~~,giao hàng nhanH . châtd lượng thì phải sử_dụng đã mới biết được ~ ~,0,cosmetic,train
train_001085,bản đồ vùng dịch cập nhập không kịp thời. không có thông tin dịch tễ từng bệnh nhận để cảnh báo. không hữu dụng,bản_đồ vùng dịch_cập nhập không kịp_thời . không có thông_tin dịch_tễ từng bệnh nhận để cảnh_báo . không hữu_dụng,1,app,train
train_001086,"mình mới dùng ưd. trong phần thi thử kan gì i n5 có một câu bị sai 西口 phần chọn hình ảnh đáp án có sự nhầm lẫn nhé, admin ktra cập nhật lại nhé. ứng dụng có tương đối đầy đủ. cảm ơn bạn","mình mới dùng ưd . trong phần thi thử kan gì i n5 có một câu bị sai 西口 phần chọn hình_ảnh đáp_án có sự nhầm_lẫn nhé , admin ktra cập_nhật lại nhé . ứng_dụng có tương_đối đầy_đủ . cảm_ơn bạn",1,app,train
train_001087,"đây là chơi game hay là coi  quả người cáo vậy? chs thì lâu lại dính  quả người cáo không nói, còn này thì một lần chơi thì dính  quả người cáo một lần đây là game chứ có phải ứng dụng để  quả người cáo đâu nhấn thoát  quả người cáo cũng không  được  bắt buộc phải coi cho hết cái  quả người cáo đó mới cho chơi lược khác là sau?. admin cũng lợi d... bài đánh giá đầy đủ","đây là chơi game hay_là coi quả người cáo vậy ? chs thì lâu lại dính quả người cáo không nói , còn này thì một lần chơi thì dính quả người cáo một lần đây là game chứ có phải ứng_dụng để quả người cáo đâu nhấn thoát quả người cáo cũng không được bắt_buộc phải coi cho hết cái quả người cáo đó mới cho chơi lược khác là sau ? . admin cũng lợi d ... bài đánh_giá đầy_đủ",1,app,train
train_001088,ngay từ đầu mình chỉ muốn mua sữa rửa mặt không cần phim thấm dầu nhưng mới dùng thử đúng là rất tuyệt hơn cả mong đợi các bạn nên mua,ngay từ đầu mình chỉ muốn mua sữa rửa mặt không cần phim thấm dầu nhưng mới dùng thử đúng là rất tuyệt hơn cả mong_đợi các bạn nên mua,0,cosmetic,train
train_001089,gói hàng cẩn thận,gói hàng cẩn_thận,0,cosmetic,train
train_001090,tôi phải xoá 10 ứng dụng. tắt fb. gỡ cài đặt. youtube. xoá hình ảnh. xoá clip. xoá hết để tải được game. vì dung lượng quá lớn. tải thành công thì vào không được. đợi hàng giờ để vào game. việt nam làm ăn vậy không game thủ nào dám tải về chơi đâu. cập nhật đi. cập nhật lại cũng không hết  positive ) phải chi cập... bài đánh giá đầy đủ,tôi phải xoá 10 ứng_dụng . tắt fb . gỡ cài_đặt . youtube . xoá hình_ảnh . xoá clip . xoá hết để tải được game . vì dung_lượng quá lớn . tải thành_công thì vào không được . đợi hàng giờ để vào game . việt_nam làm_ăn vậy không game thủ nào dám tải về chơi đâu . cập_nhật đi . cập_nhật lại cũng không hết positive ) phải_chi cập ... bài đánh_giá đầy_đủ,1,app,train
train_001091,vừa nhận hang.tôi ở hcm mà hoả tốc 2 hơi lâu rất với tôi nghi. hàng ổn định. dùng thêm thời gian mấy đánh giá chi tiết được.  cửa hàng  kích hoạt bảo hành giúp nha,vừa nhận hang . tôi ở hcm mà hoả_tốc 2 hơi lâu rất với tôi nghi . hàng ổn_định . dùng thêm thời_gian mấy đánh_giá chi_tiết được . cửa_hàng kích_hoạt bảo_hành giúp nha,1,mobile,train
train_001092,"nguyên seal, chạy khá mượt, vừa mới nhận chưa cảm nhận hết nhưng thấy lazmaL phục vụ khá tốt, giao nhanh hơn 2 ngày. bình luận này sau 7 ngày sẽ được  5star  nhé, bây giờ cho tạm  5star  mà từ từ hưởng thụ sản phẩm mới xem sao đã","nguyên seal , chạy khá mượt , vừa_mới nhận chưa cảm_nhận hết nhưng thấy lazmaL phục_vụ khá tốt , giao nhanh hơn 2 ngày . bình_luận này sau 7 ngày sẽ được 5star nhé , bây_giờ cho tạm 5star mà từ từ hưởng_thụ sản_phẩm mới xem sao đã",0,mobile,train
train_001093,đọc bình luận toàn thấy mặt nạ bảo không có quà kèm theo chứ mình đặt gần cuối chương trình sale vẫn được nhận quà nè anh positive . aneSa thì khỏi bàn rồi nhé.,đọc bình_luận toàn thấy mặt_nạ bảo không có quà kèm theo chứ mình đặt gần cuối chương_trình sale vẫn được nhận quà nè anh positive . aneSa thì khỏi bàn rồi nhé .,0,cosmetic,train
train_001094,giao hàng nhanh gói hàng chắc chắn chọn màu 128 giao 310 giờ mình mới khui xài nên mới bít  cửa hàng  làm ăn vậy không  được  😡😡,giao hàng nhanh gói hàng chắc_chắn chọn màu 128 giao 310 giờ mình mới khui xài nên mới bít cửa_hàng làm_ăn vậy không được 😡 😡,1,cosmetic,train
train_001095,toàn cồn,toàn cồn,1,cosmetic,train
train_001096,hàng dùng rất tốt nhưng chai sữa rửa mặt có vẻ bị mở trước đó rồi,hàng dùng rất tốt nhưng chai sữa rửa mặt có vẻ bị mở trước đó rồi,1,cosmetic,train
train_001097,"hang được anh em nha dung hang ,dung mau ,cho  5star ","hang được anh_em nha dung hang , dung mau , cho 5star",0,mobile,train
train_001098,"thứ nhất về chất lượng của sản phẩm mình test thử thấy rất ok, tệp da,nhưng da mặt mình là da khô nên khi chưa dưỡng ẩm đầy đủ sẽ lộ rõ, thứ 2 lần đầu tiên mua cái sản phẩm mà nó giống da màu da mình đến 95% tối hơn da thật một tẹo, đánh lên mặt giúp da đều màu còn lại thì chưa thật sự giúp da mình sáng lên như mình mong muốn, gọi chung sản phẩm rất tốt, mình rất ưng, lần sau sẽ mua màu sáng hơn 😂","thứ nhất về chất_lượng của sản_phẩm mình test thử thấy rất ok , tệp da , nhưng da mặt mình là da khô nên khi chưa dưỡng ẩm đầy_đủ sẽ lộ rõ , thứ 2 lần đầu_tiên mua cái sản_phẩm mà nó giống da_màu_da mình đến 95 % tối hơn da thật một_tẹo , đánh lên_mặt giúp da đều màu còn lại thì chưa thật_sự giúp da mình sáng lên như mình mong_muốn , gọi chung sản_phẩm rất tốt , mình rất ưng , lần sau sẽ mua màu sáng hơn 😂",0,cosmetic,train
train_001099,"hài lòng với sản phẩm nhưng hàng tặng không xài được , bù lại giao nhanh.","hài_lòng với sản_phẩm nhưng hàng tặng không xài được , bù lại giao nhanh .",1,cosmetic,train
train_001100,hàng rất tệ.mua 2 bộ mà 2 loại vải khác nhau có một màu xanh bị rách.mà chụp hình không đăng lên được. cửa hàng  đổi lại được k.buôn bán thì phải giữ uy tín.chớ không phải bán một lần rồi thôi,hàng rất tệ . mua 2 bộ mà 2 loại vải khác nhau có một màu xanh bị rách . mà chụp hình không đăng lên được . cửa_hàng đổi lại được k . buôn_bán thì phải giữ uy_tín . chớ không phải bán một lần rồi thôi,1,fashion,train
train_001101,màu rất đẹp,màu rất đẹp,0,cosmetic,train
train_001102,tôi thấy nhiều bạn cứ kêu là hơn nhau bởi cái skin súng .nhưng tôi thấy nó chỉ đẹp và hơn một chút thôi chứ nó có làm thay đổi cả trận đấu đâu và như vậy thì garena mới có tiền để chi trả các loại phí chứ. nên tôi mong là các bạn đứng có chết xong rồi chửi người ta là hơn được cái skin súng rồi đánh... bài đánh giá đầy đủ,tôi thấy nhiều bạn cứ kêu là hơn nhau bởi cái skin súng . nhưng tôi thấy nó chỉ đẹp và hơn một_chút thôi chứ nó có làm thay_đổi cả trận đấu đâu và như_vậy thì garena mới có tiền để chi_trả các loại phí chứ . nên tôi mong là các bạn đứng có chết xong rồi chửi người_ta là hơn được cái skin súng rồi đánh ... bài đánh_giá đầy_đủ,0,app,train
train_001103,quần đẹp lắm luôn ạ nhưng bị cái em ốm quá lưng hơi rộng thôi chứ chở xuống vừa y hết 🥰🥰,quần đẹp lắm luôn ạ nhưng bị cái em ốm quá lưng hơi rộng thôi chứ chở xuống vừa y hết 🥰 🥰,0,fashion,train
train_001104,mẫu giống hình vải thì cứng nhưng phù hợp với giá tiền,mẫu giống hình vải thì cứng nhưng phù_hợp với giá tiền,1,fashion,train
train_001105,giao hàng hư. lại không cho kiểm hàng. đến khi gọi  cửa hàng  không trả lời. nhắn tin trên aP thì được được cả. đến khi gửi hàng trả không chịu nhận. kiến nghị lên lazada thì nhân viên trả lời  xin ghi nhận . lazada giờ nát hơn cả chữ nát. bà con cứ shoPe với tiki cho nó chắc ăn. mua lazada chỉ ôm cục hận. không tức vì ... bài đánh giá đầy đủ,giao hàng hư . lại không cho kiểm hàng . đến khi gọi cửa_hàng không trả_lời . nhắn_tin trên aP thì được được cả . đến khi gửi hàng trả không chịu nhận . kiến_nghị lên lazada thì nhân_viên trả_lời xin ghi_nhận . lazada giờ nát hơn cả chữ nát . bà_con cứ shoPe với tiki cho nó chắc_ăn . mua lazada chỉ ôm cục hận . không tức vì ... bài đánh_giá đầy_đủ,1,app,train
train_001106,"máy xài đươc ,không có tai nghe","máy xài đươc , không có tai_nghe",1,mobile,train
train_001107," không em 8 của tôi không thể chạy  được , ứng dụng chạy 79% rồi ngừng hẳn, tôi yêu cầu admin phải fix lại lỗi của ứng dụng này, tôi không thể hiểu tại sao các bạn có thể làm như vậy với hãng samsung máy của tôi như vậy mà biết bao người dùng giống tôi đã lên tiếng mà các bạn không hề làm, quá đáng đã 3 thán... bài đánh giá đầy đủ","không em 8 của tôi không_thể chạy được , ứng_dụng chạy 79 % rồi ngừng hẳn , tôi yêu_cầu admin phải fix lại lỗi của ứng_dụng này , tôi không_thể hiểu tại_sao các bạn có_thể làm như_vậy với hãng samsung máy của tôi như vậy mà biết_bao người dùng giống tôi đã lên_tiếng mà các bạn không hề làm , quá_đáng đã 3 thán ... bài đánh_giá đầy_đủ",1,app,train
train_001108,"tôi mới tạo xong tài khoản và nó lại bảo là tài khoản của tôi có vi phạm điều gì đó sau đó còn bắt làm đủ thứ chuyện vãi thật, bắt gửi lại mã sms nữa viết y chang số mà twiTer gửi cho tôi mà lại nói sms không đúng  positive  nực cười làm ăn kiểu vậy đó hả quá tệ   1star  ","tôi mới tạo xong tài_khoản và nó lại bảo là tài_khoản của tôi có vi_phạm điều gì đó sau đó còn bắt làm đủ thứ chuyện vãi thật , bắt gửi lại mã sms nữa viết y chang số mà twiTer gửi cho tôi mà_lại nói sms không đúng positive nực_cười làm_ăn kiểu vậy đó hả quá tệ 1star",1,app,train
train_001109,"vải hơi mỏng, kiểu như hình","vải hơi mỏng , kiểu như hình",1,fashion,train
train_001110,đồ rất đẹp cảm ơn  cửa hàng ,đồ rất đẹp cảm_ơn cửa_hàng,0,fashion,train
train_001111,"mình đặt xe rồi mà không khi nào tìm được tài xế. đợi nửa tiếng, một tiếng vẫn không thấy. giá thì rẻ đó mà thực sự chả được cái gì. cũng có một tài xế được tìm thấy, mà rồi ảnh lại bảo mình huỷ chuyến vì xa quá, ảnh đến đón không được.","mình đặt xe rồi mà không khi nào tìm được tài_xế . đợi nửa tiếng , một tiếng vẫn không thấy . giá thì rẻ đó mà thực_sự chả được cái gì . cũng có một tài_xế được tìm thấy , mà rồi ảnh lại bảo mình huỷ chuyến vì xa quá , ảnh đến đón không được .",1,app,train
train_001112,"twiTer rất thú vị, hữu ích. nhờ twiTer tôi có thể theo dõi idol, foLow bài viết, retwEt các bài twEt mà tôi thích,... twiTer đem lại nhiều hứng thú cho người dùng. ❤ tuy nhiên, ở twiTer vẫn còn có 2 điểm hạn chế. một là số lượng chữ và hình ảnh trong bài twEt rất ít, rất giới hạn, không đăng đ... bài đánh giá đầy đủ","twiTer rất thú_vị , hữu_ích . nhờ twiTer tôi có_thể theo_dõi idol , foLow bài viết , retwEt các bài twEt mà tôi thích , ... twiTer đem lại nhiều hứng_thú cho người dùng . ❤ tuy_nhiên , ở twiTer vẫn còn có 2 điểm hạn_chế . một là số_lượng chữ và hình_ảnh trong bài twEt rất ít , rất giới_hạn , không đăng đ ... bài đánh_giá đầy_đủ",1,app,train
train_001113,hàng khá là ưng vải mềm đẹp đúng như hình giao đúng hẹn nói chung là với giá đó thì nên mua,hàng khá là ưng vải mềm đẹp đúng như hình giao đúng hẹn nói_chung là với giá đó thì nên mua,0,fashion,train
train_001114,"dép đẹp, ủng hộ lâu dài","dép đẹp , ủng_hộ lâu_dài",0,fashion,train
train_001115,quá tệ. sử dụng càng nhiều mụn hơn,quá tệ . sử_dụng càng nhiều mụn hơn,1,cosmetic,train
train_001116,"sản phẩm dùng ổn, nhưng mùi cồn nồng nặc.","sản_phẩm dùng ổn , nhưng mùi cồn nồng_nặc .",1,cosmetic,train
train_001117,"màu đẹp, gói hàng kỹ.","màu đẹp , gói hàng kỹ .",0,cosmetic,train
train_001118,"càng cập nhật aP càng tệ. không hiển thị driver trên bản đồ. các bước trong tiến trình giao hàng cập nhật chậm, không chính xác. trưa nay đặt cơm 2 lần đều bị thông báo  kết nối tới hệ thống bị gián đoạn. vui lòng thử lại sau . ấy vậy mà cả 2 lần đều bị trừ tiền trong airpay mà chả thấy xác nhận đơ... bài đánh giá đầy đủ","càng cập_nhật aP càng tệ . không hiển_thị driver trên bản_đồ . các bước trong tiến_trình giao hàng cập_nhật chậm , không chính_xác . trưa nay đặt cơm 2 lần đều bị thông_báo kết_nối tới hệ_thống bị gián_đoạn . vui_lòng thử lại sau . ấy vậy_mà cả 2 lần đều bị trừ tiền trong airpay mà chả thấy xác_nhận đơ ... bài đánh_giá đầy_đủ",1,app,train
train_001119,"màu lên môi đẹp, chuẩn, đóng gói cẩn thận, giao hàng nhanh, check  được  mã vạch , son mềm mượt có ánh cam...","màu lên môi đẹp , chuẩn , đóng_gói cẩn_thận , giao hàng nhanh , check được mã_vạch , son mềm mượt có ánh cam ...",0,cosmetic,train
train_001120,đẹp nhưng tiếc là hơi nhỏ,đẹp nhưng tiếc là hơi nhỏ,1,fashion,train
train_001121,mình thấy quần rất đệp 🙉🙉🙉 một chấm là say  cửa hàng  này rồi,mình thấy quần rất đệp 🙉 🙉 🙉 một chấm là say cửa_hàng này rồi,0,fashion,train
train_001122,"nhận được hàng hồi sáng rồi nha  cửa hàng , đẹp xuất sắc luôn vài mềm co dãn tốt nửa sẻ ủng hộ dài dài","nhận được hàng hồi sáng rồi nha cửa_hàng , đẹp xuất_sắc luôn vài mềm co_dãn tốt nửa sẻ ủng_hộ dài_dài",0,fashion,train
train_001123,quần đẹp nhưng quá rộng . mình 42 không 1m55 và rộng quá mức,quần đẹp nhưng quá rộng . mình 42 không 1m55 và rộng quá mức,1,fashion,train
train_001124,vải rất đẹp số với giá tiền,vải rất đẹp số với giá tiền,0,fashion,train
train_001125,cũng đẹp nhưng mình đặt màu hồng lại giao cho mình màu trắng,cũng đẹp nhưng mình đặt màu hồng lại giao cho mình màu trắng,1,fashion,train
train_001126,"aP tuyệt vời, mình đi làm rồi khi rảnh rỗi mở điện thoại ra học rất tiện lợi, giao diện đẹp, bài học hay, tiện cho cả người đi học và đi làm","aP tuyệt_vời , mình đi làm rồi khi rảnh_rỗi mở điện_thoại ra học rất tiện_lợi , giao_diện đẹp , bài_học hay , tiện cho cả người đi học và đi làm",0,app,train
train_001127,"bản việt hoá cần thêm phần ngôn ngữ quốc tế vào như một số tiếng cần thiết hiện nay. nên thêm phần bỏ qua đoạn giới thiệu game lúc đăng nhập đi, tải game về mà cứ bắt những người biết chơi làm cái gì đâu không nên bỏ qua để người chơi dễ dàng đổi tài khoản một cách nhanh chóng","bản việt hoá cần thêm_phần ngôn_ngữ quốc_tế vào như một_số tiếng cần_thiết hiện_nay . nên thêm phần bỏ_qua đoạn giới_thiệu game lúc đăng_nhập đi , tải game về mà cứ bắt những người biết chơi làm cái gì đâu không nên bỏ_qua để người chơi dễ_dàng đổi tài_khoản một_cách nhanh_chóng",1,app,train
train_001128," quả  that rat tot, da mình luc trước mun ẩn ,mun cam rat nhiều yêu ,tu khi mua nhãn_hiệu o lâzda, da mặt cai thien, het mun luôn oy, hêHehe","quả that rat tot , da mình luc trước mun ẩn , mun cam rat nhiều yêu , tu khi mua nhãn_hiệu o lâzda , da mặt cai thien , het mun luôn oy , hêHehe",0,cosmetic,train
train_001129,"bạn nào 40-45 không là mặc hơi rộng, vải và kiểu dáng  sản phẩm  như hình, vì là voan nên cũng hơi mỏng, giao hàng nhanh","bạn nào 40 - 45 không là mặc hơi rộng , vải và kiểu_dáng sản_phẩm như hình , vì là voan nên cũng hơi mỏng , giao hàng nhanh",1,fashion,train
train_001130,hiện tại tôi dùng oPo a37 để chơi nhưng vào được khoảng 30s và làm vài thao tác là game bị đứng và không thể làm gì khác ngoài thoát game. dù tôi không chạy thêm ứng dụng ngầm nào của bên thứ ba nữa.,hiện_tại tôi dùng oPo a37 để chơi nhưng vào được khoảng 30s và làm vài thao_tác là game bị đứng và không_thể làm gì khác ngoài thoát game . dù tôi không chạy thêm ứng_dụng ngầm nào của bên thứ ba nữa .,1,app,train
train_001131,mở mấy cái khoá vip đi aD,mở mấy cái khoá vip đi aD,0,app,train
train_001132,"đang dùng và cảm thấy khá tốt, vết thâm có mờ hơn","đang dùng và cảm_thấy khá tốt , vết thâm có mờ hơn",0,cosmetic,train
train_001133,cày tới lv 320 là hết lên  được  buồn ghê trong khi thanh kinh nghiệm thì vượt qua thế mà vẫn không lên cấp,cày tới lv 320 là hết lên được buồn ghê trong khi thanh kinh_nghiệm thì vượt qua thế_mà vẫn không lên cấp,0,app,train
train_001134,"đẹp, giao hàng nhanh giá cả hợp lý sẻ ủng hộ  cửa hàng ","đẹp , giao hàng nhanh giá_cả hợp_lý sẻ ủng_hộ cửa_hàng",0,fashion,train
train_001135,eSence hơi lỏng nhưng thấm nhanh. hiệu  quả  thì chưa biết thế nào!,eSence hơi lỏng nhưng thấm nhanh . hiệu_quả thì chưa biết thế_nào !,0,cosmetic,train
train_001136,"monkey  gì unior có những bài học vui, thú vị và rất hữu ích cho việc học tiếng anh. i yêu monkey  gì unior !!!!!","monkey gì unior có những bài_học vui , thú_vị và rất hữu_ích cho việc học tiếng anh . i yêu monkey gì unior ! ! ! ! !",0,app,train
train_001137,"nhiều mặt hàng, rất đáng khen. nhưng có một bất tiện rất lớn là mặc dù đã thoát ra khỏi aP nhưng tự nhiên vẫn có  quả người cáo che hết cả màn hình. làm vậy là như thế nào,  quả người cáo chỉ ở trong aP là được rồi tự nhiên bay ra khỏi cả aP,  quả người cáo cả sang aP khác. không hài lòng chút nào.","nhiều mặt_hàng , rất đáng khen . nhưng có một bất_tiện rất lớn là mặc_dù đã thoát ra khỏi aP nhưng tự_nhiên vẫn có quả người cáo che hết cả màn_hình . làm vậy là như thế_nào , quả người cáo chỉ ở trong aP là được rồi tự_nhiên bay ra khỏi cả aP , quả người cáo cả sang aP khác . không hài_lòng chút nào .",1,app,train
train_001138,"sản phẩm đúng như qc, chỉ có điều vỏ bao bì móp không","sản_phẩm đúng như qc , chỉ có điều vỏ bao_bì móp không",1,cosmetic,train
train_001139,"tiki không tốt như  quả người cáo. tôi đã có một vài kinh nghiệm mua hàng không tốt ở tiki. star star star giao hàng 2g ư? tôi đã thử, và đến tận 9g tối sản phẩm mới đến tay, tôi gần như năn nỉ cố gắng giao sớm giúp thì nhân viên giao hàng còn tỏ ý khó chịu, yêu cầu tôi phải đợi. star star star giá rẻ ư? chưa chắc, nhiều người ... bài đánh giá đầy đủ","tiki không tốt như quả người cáo . tôi đã có một_vài kinh_nghiệm mua hàng không tốt ở tiki . star star star giao hàng 2g ư ? tôi đã thử , và đến tận 9g tối sản_phẩm mới đến tay , tôi gần như năn_nỉ cố_gắng giao sớm giúp thì nhân_viên giao hàng còn tỏ ý khó_chịu , yêu_cầu tôi phải đợi . star star star giá rẻ ư ? chưa chắc , nhiều người ... bài đánh_giá đầy_đủ",1,app,train
train_001140,"tôi đặt  cỡ  36 nhưng giao  cỡ  35, tôi muốn đổi lại đúng  cỡ ","tôi đặt cỡ 36 nhưng giao cỡ 35 , tôi muốn đổi lại đúng cỡ",1,fashion,train
train_001141,"ứng dụng này cần thêm 2 tính năng nữa: 1) xem danh sách ưa thích trên website 2) có thể xoá được những sản phẩm ưa thích đã bị ẩn đi bởi các  cửa hàng  bởi vì khi mấy  cửa hàng  ẩn những sản phẩm không còn bán nữa nhưng nó vẫn hiện trong danh sách ưa thích và khi bấm vô thì lại ghi là  tải sản phẩm thất bại, hãy t... bài đánh giá đầy đủ","ứng_dụng này cần thêm 2 tính_năng nữa : 1 ) xem danh_sách ưa_thích trên website 2 ) có_thể xoá được những sản_phẩm ưa_thích đã bị ẩn đi bởi các cửa_hàng bởi_vì khi mấy cửa_hàng ẩn những sản_phẩm không còn bán nữa nhưng nó vẫn hiện trong danh_sách ưa_thích và khi bấm vô thì lại ghi là tải sản_phẩm thất_bại , hãy t ... bài đánh_giá đầy_đủ",1,app,train
train_001142,rất hữu ích,rất hữu_ích,0,app,train
train_001143,"kem mịn không bóng dùng rất thích, mua 2  sản phẩm  được giảm giá còn có quà nữa, đóng gói cẩn thận chắc chắn","kem mịn không bóng dùng rất thích , mua 2 sản_phẩm được giảm_giá còn có quà nữa , đóng_gói cẩn_thận chắc_chắn",0,cosmetic,train
train_001144,êm,êm,0,fashion,train
train_001145,"đơn hàng mua đã được giao đi cho công tình yêu vận chuyển từ một ngày trước. hạn chót nhận hàng là hôm nay đợi mãi không thấy, gọi cho bên công tình yêu vận chuyển thì nói để mai giao, gọi lên nhân viên hỗ trợ của  cửa hàng E thì nhân viên nói hàng đã đưa cho công tình yêu vận chuyển nên  cửa hàng E chỉ hối thúc được thôi trễ ... bài đánh giá đầy đủ","đơn hàng mua đã được giao đi cho công tình_yêu vận_chuyển từ một ngày_trước . hạn chót nhận hàng là hôm_nay đợi mãi không thấy , gọi cho bên công tình_yêu vận_chuyển thì nói để mai giao , gọi lên nhân_viên hỗ_trợ của cửa_hàng E thì nhân_viên nói hàng đã đưa cho công tình_yêu vận_chuyển nên cửa_hàng E chỉ hối_thúc được thôi trễ ... bài đánh_giá đầy_đủ",1,app,train
train_001146,hàng rất được nha mình đã mua 2lan của  cửa hàng ,hàng rất được nha mình đã mua 2lan của cửa_hàng,0,fashion,train
train_001147,cứ bắt đăng nhập đăng nhập đúng thì lại sai tên tôi là hoàngthanHai và tài khoản là hai mươi đồng ghi đúng mà không nhập được tôi muốn xoá game này không bao giờ tải lại một lần nào nữa do đăng nhập đúng mà không cho chơi trách thằng làm game mới đúng như vậy sẽ cho 9999999999sao nếu trách thằng kh... bài đánh giá đầy đủ,cứ bắt đăng_nhập đăng_nhập đúng thì lại sai tên tôi là hoàngthanHai và tài_khoản là hai mươi đồng ghi đúng mà không nhập được tôi muốn xoá game này không bao_giờ tải lại một lần nào nữa do đăng_nhập đúng mà không cho chơi trách thằng làm game mới đúng như_vậy sẽ cho 9999999999sao nếu trách thằng kh ... bài đánh_giá đầy_đủ,1,app,train
