review,rating,complaint_label
Mua sản phẩm để là mua 1 tặng 1. 1 dầu gội tặng 1 sữa rửa mặt nhưng cả 2 chai đều không có. Lừa gạt khách hàng.,1,1
Ko dc tặng nước tẩy trang như quảng cáo dù đã đặt ngày vẫn còn quà,1,1
"Màu sắc:den va xanh Chất liệu:dung  Không biết shop có đọc ghi chú không, mình đặt 3 trắng 2 đen thì lại giao 3 xanh 2 đen 🙏",1,1
"Đóng gối cẩn thận chắc chấn,giao hàng nh.anh đã mua của shop nhiều lân",5,0
"Hương vị:ngon Bao bì/Mẫu mã:ngon  Sữa tươi không đường mua shopee mall rất an tâm về chất lượng sản phẩm cũng như cách đóng gói không bị móp méo, hình ảnh chỉ mang tính chất minh hoạ",5,0
"Đóng gói sản phẩm cẩn thận, giao hàng nhanh, chất lượng sản phẩm tuyệt vời, nên mua",5,0
"Mùi hương dễ chịu, lưu hương, tinh chất thoa lên tóc thấy suôn mượt",5,0
Chất lượng oki Nhưng nắp không mở đc làm phỏng tay nên đánh giá 1 sao,1,1
"Da dầu, chọn Matte-Kiềm dầu thì shop giao cho cấp ẩm, thế này thì mình dùng làm sao được ạ?",2,1
"Mình mà biết sớm mua trên có quà nhiều vậy , chắc giờ nhà hông có chỗ để luôn quá. Trước toàn mua ngoài cửa hàng nên không có quà gì hết. Từ ngày mua trên trang này quà đã luôn.",5,0
"Chất lượng tốt, giao hàng hơi lâu nhưng đúng trong thời gian dự kiến. Bóc hàng bị rỏ rỉ chất lỏng, có mùi chua lên men của sữa",1,1
Giao hàng nhanh. Đóng gói cẩn thận. Xài rất thích. Thơm. Da mềm.,5,0
Hàng giả nhe. Suc vô nhớt nhợt... Xong ti rua tay cai nhu xà bông luon... Sưc ko thắm j het tốn gan 200 quá tệ,1,1
"Đóng gói thì sơ xài . Khui cái hộp ra tức điên . Làm ăn nhởn nhơ vậy shop ? Nhìn cách đóng gói nói lên một điều ko tôn trọng khách hàng rồi . Tuýp bị gãy luôn , nếu bạn là khách hàng bạn có bỏ tiền ra mua sản phẩm méo móp ko ? Hạn sử dụng tới ngày 6/6/2026 . Mỹ phẩm mà ngày sử dụng có 1 năm vậy ? Thường sẽ là 3 năm kể từ ngày sản xuất . Cho 1 * luôn",1,1
"Màu này khá ok, phù hợp với mặt mộc, tone da sáng vừa phải, đánh lên rất tự nhiên trong trẻo",5,0
"Giữ nhiệt:tot, giu dc lau Chất lượng:dang tin cay Thiết kế:xinh xan, ai cung kehn  bạn mình và gđ đều khen bình xinh, nhỏ gọn dễ mang theo, có dịp sẽ ghé mua thêm",5,0
"Đóng hàng sơ sài , bỏ chung 2 sản phẩm của 2 cửa hàng khác nhau vào chung lun 1 hộp , quá tệ.",1,1
Kinh nghiệm sử dụng:giao hàng nhanh Bao bì:dep  Màu sắc đẹp  Shop giao hàng nhanh Shipe thân thiện nhiệt tình Hình ảnh mang tính chất nhận xu,5,0
Sao kêu tặng sữa dưỡng thể mà có tặng đâu làm ăn kì cục,1,1
"Anh shipper bên GHN 5* shop coi lại phần đóng vs bên vận tải nhé sữa mình đặt đó giờ cũng bên shoppe vì chất lượng rất nhiều lần khâu đóng gói vận chuyển khi nhận hàng rất bực mình lần trước đã 1 lần nên mình k muốn đặt bên sàn này nữa nên mới đặt bên tiktok shop,tiktok shop giao hàng nhanh và hàng không bị như thế này.2 bên sàn đều sale hết nhưng 1 lần nữa lại tin tưởng bên shop nên mình mới đặt mà khâu đóng gói và vận chuyển ở bên tải như thế này đây,vì chỉ cho đăng 60s k thể đăng hết dc clip chứ ướt nhẹp thúi rình ra,tính trả lại r nhưng thấy anh shipper giao hàng lấy đơn k bn nên mới nhận.",1,1
Không kèm quà tặng. Shoppemall thiếu chuyên nghiệp,1,1
"Mẹo:không có Lợi ích:chưa sử dụng Bao bì:được  Sản phẩm đóng gói sơ xài, dễ hư hỏng không lót hay gì đó cho nó chắc, lỡ xì sữa rửa ra hết thì sao, shop mail dóng gói thua hàng ngoài chợ, lần trước mua gói chỉn chu lần này chán không mua nữa, không biết phải chính hãng không giá cao hơn so shop khác nhiều.",2,1
"Hàng cũ, hộp bị han rỉ. Sản phẩm trả hàng nhưng lại bị hồi lại sản phẩm",1,1
"Hình ảnh chỉ mang tính chất minh hoạ bông xài thấy bth kh mua lại,giá rẻ",2,1
Giao hàng nhanh. Chưa sử dụng nên chưa biết chất lượng như thế nào,5,0
Làm ăn ko có 01 tí gì gọi là tâm hàng giao kiểu này móp méo ko 1 miếng bọc chống sốc thua...ko có lần sau tại shop tào lao như này nhé,1,1
hình ảnh và video chỉ mang tính chất nhận xu hàng đẹp kk lỗi lầm mng nên mua,5,0
"tai nghe ok nhé hoàn thiện tốt pin xài rất lâu, đáng mua nhé...",5,0
Độ dày:mong Kết cấu:gel cực ít gần như không có,1,1
"màu đẹp nha lên môi xuất sắc luôn da mình là neutral thiên ấm 👍🏼👍🏼👍🏼 shop giao nhanh, mall chính hãng nên yên tâm",5,0
Công dụng:duowxn da Dành cho da:dầu Mùi hương:ok  Đã nhận hộ hàng và chưa cảm nhận. Muốn đánh giá nhưng chưa dùng thử ok ok ok,5,0
Mùi hương:thơm Công dụng:được  Có tặng 1 móc khóa. Mình mua 2 lần rồi. Theo trãi nghiệm lần đầu thì lúc đầu sài rất êm. Còn khoản nửa chai còn lại thì mùi hương k còn mạnh  nửa,5,0
"Mua hàng mới mà giao hàng hoàn là sao vậy shop, Vòi thì nứt chai thì móp méo hết vậy",1,1
"Hàng Oke, đóng gói kỹ, giao hàng nhanh. Sẽ mua ủng hộ shop tiếp ạ.",5,0
Dầu gội thơm dịu. Mới dùng thấy đỡ gàu. Shop gói hàng cẩn thận. Giao hàng nhanh. Mua sale giá tốt.,5,0
"Để tặng chai nhỏ 70gr mà có tặng đâu , ghét mấy shop làm ăm kiểu dậy ghê",2,1
Sữa bị phồng bên trong mua nhìu lần lần này lại bị,1,1
"Đóng gói k chắc chắn, hộp thì móp méo",2,1
"Đúng với mô tả:đúng Chất liệu:vải Màu sắc:3 màu  Rất đẹp, xứng đáng đồng tiền. Hàng giống ảnh. Shop uy tín, sẽ tiếp tục ủng hộ shop vào dịp nào đó trong tương lai",5,0
"Mong chất lượng ok, may ship đến nhà thì bục thùng vì nặng 🤣 hihi",5,0
"Mới unbox đã trầy xước 3 chỗ r, thà nhỏ kh nói, xước nguyên 1 vệt dài cực kì khó chịu và bực mình. Chưa biết giữ nhiệt ok kh nhưng trầy xước như v thì có xứng đáng số tiền bỏ ra kh? Mong sop làm ăn uy tín hơn kh thì dễ mất khách lắm nha",1,1
Sữa uống vi cuối rất tanh  …bột sữa khi bỏ vào ly nước thì tan rất nhanh và lắn cặn y như sữa giả…sữa thật sẽ không tan nên rất phân vân …khong biet hang thật hay giả …hàng để lâu nen lon bị gỉ,2,1
"Bao bì:ddejp Kinh nghiệm sử dụng:hang ngay Mẹo:dap mat na  Đã nhận hàng, còn nhận được các sample shop tặng: 1 tẩy trang, 1 mặt nạ, 1 tuýp kem chống nắng",5,0
"bt dùng clear bạc hà, nay thấy loại này dùng mà nó bết vs dầu lắm, khs luôn, sấy khô hay sấy 1/2 xong tóc cứ dầu bết kiểu gì í , chưa hiểu?? gội 3,4 làn r ms lên đánh giá. ko dùng dầu xả luôn :))) ai tóc bết dầu thì thôi bỏ qua ko như quảng cáo tí gì. ảnh minh hoạ vì chai dầu gội trong nhà vsinh.",2,1
"son đẹp, giao hàng nhanh, màu giống bảng màu , đã mua nh lần rồi",5,0
"Trời ơi bôi lên mặt h nát bét mụn lên banh chành mặt, rất thất vọng về hãng lần này",2,1
Sản phẩm đúng mô tả chất lượng tốt giá cả chưa tưởng là gói 220ml tại mình đọc không kỹ chứ biết 180ml giá này cung hơi đắt,1,1
Loại đểu nhé ae. Cắm vào sấy lô 1 tí là hỏng nhựa xong chảy ra như hình nhé. Mình đánh giá để ae né ra đừng mua phí tiền mà vớ hàng đểu,1,1
dịch vụ shop 1 sao . mình đặt dupe nhờ hủy bớt 1 đơn chứ ko phải bom mà shop ko hỗ trợ kêu shipper giao thì đừng nhận nhưng mình ng đàng hoàng chứ k phải như shop,1,1
tôi đã nhận được sản phẩm. nhưng lại không có mã qr để kết nối với dịch thuật. mà khi thấy giới thiệu tại nghe có dịch thuật,2,1
Đặt màu trắng giao màu nâu,2,1
Thơm lắm như mùi em bé ấy dưỡng ẩm thì cũng bth,5,0
Gói hàng lỏng lẻo không bọc kỹ. Thiếu quá tặng kèm theo,2,1
"Giao hàng nhanh, giao đúng sản phẩm đã đặt, sản phẩm dùng khỏi phải chê nha",5,0
Chưa sử dụng nên ko biết mùi hương như thế nào nhưng chai to đùng dùng sẽ rất lâu mới hết,5,0
"Serum chống nắng Vaseline GLUTA HYA SPF50 260ml Đã nhận hàng đầy đủ, săn sale nên giá cũng khá mềm. Có bọc chống shock khá chắc chắn. Cho shop 5 sao",5,0
date có gì có 3 tháng vậy dỡn mặt hả,1,1
Shop quảng cáo tặng 1 máy làm sữa hạt nhưng k có,1,1
"Giao hộp bị rách, đóng gói mỗi cái băng dích thế kia để vào trong hộp xộc xệch. Không biết có phải chính hãng k",2,1
"Bao bì/Mẫu mã:bị biến dạng mop méo  Nhận hàng bị móp méo,không hiểu do cố tình đóng hàng cho khách hàng bị lỗi hay do bên vận chuyển vô trách nhiệm,rất mong Shopee kiểm soát tốt hơn,rất ảnh hưởng đến tâm lý người mua hàng.",1,1
"Bỏ thời gian công sức ra Săn sale 9/9 được giá ưu đãi đặt hàng thì shop cố tình không thực hiện đơn hàng để shoppe tự huỷ. Mặc dù trong thời gian thực hiện đơn mình đã nhiều lần nhắn tin cho shop nhắc thực hiện, cho thấy việc này là shop cố tình chứ không phải vô ý. Do đã lỡ hứa mua tặng người thân nên phải cay đắng đặt lại với giá gốc.",1,1
Giao nhanh hàng chuẩn lần sau sẽ mua lại chỗ Shopee nào mà không biết,5,0
Mình k thấy đc tặng quà,2,1
"Chất lượng sản phẩm:tot nhaaa Tính năng nổi bật:nghe oki  hình ảnh chỉ mang tính chất nhận xu, nchung là ok",5,0
"Chất lượng sản phẩm:ổn  đúng mô tả, âm thanh nghe ổn, tai nghe khá nhạy, các chức năng cảm ứng đều ổn, nhưng tai nghe khá to, ai tai nhỏ thì nên cân nhắc vì rất dễ tuột rớt. sau khoảng gần 1 tháng thì nó đã bị hư một bên, rất bức xúc",2,1
Giao hàng nhanh Được tặng tuýp kem nhỏ  Chưa check xem đúng hàng auth k nhưng giao lọ kem quá bẩn cho khách chùi mãi k sạch,2,1
"Đóng gói Ok, nhưng hàng bên trong nhìn rất fake, lọ serum chống nắng thì hộp bị khui ra sẵn, bên trong hộp bao bì nhìn rất cũ, chai toner bên ngoài nhìn bth nhưng lọ toner bên trong cũg bị trày trụa như hàng lỗi ( trày mảng lớn chứ k phải sướt đâu nha). Tẩy trang và dưỡng tóc hàng tặng mình k có ý kiến. Brand lớn mà ship hàng nhìn như hàng chợ làm mình rất thất vọng. Nhìn hàng như v ai mà dám dùng ????mình ra siêu thị mua hàng còn mới và bao bì còn nguyên luôn đó",1,1
"mua cua chi hanaolala mosiw duoc gia sale, kem qua tang nua nha",5,0
mở gói hàng ra thì thấy dầu bên trong đổ ra rồi 🥲 đóng gói nên bọc thêm cả chống sốc và bịt chặt đầu chai nhé ạ,2,1
K có quà tặng như trên live đâu ạ,2,1
"giao hàng nhanh chóng và bọc cẩn thận hàng, giá sale ổn, date xa, mua nhiều rồi nên dùng khá hợp, hàng auth chính hãng",5,0
"Hàng đóng ko kĩ bể 1 hộp, chảy tùm lum. Hàng bể rồi cũng bất tiện cho mình gói lại gửi vận chuyển, với lại mình cũng không có thời gian ra gửi lại hàng nên mình giữ lại dùng. Những đợt trước hàng hoá đóng tốt lắm mà sao ko biết đợt này tệ dữ vầy. 1 sao cho trải nghiệm đợt này",1,1
Nhận hàng nhanh mùi thơm nữa hài lòng sẽ ủng hộ tiếp nha nha nha,5,0
"3 lon màu vàng thì chỉ giao 2 lon vàng và chèn 1 lon xanh, mà quy trình đổi thì phiền phức và mất thời gian",1,1
Đối tượng sử dụng:tre em Chất lượng sản phẩm:tốt Mùi hương:thơm  Giá trung bình Tạo bọt tốt Mùi hương thơm dịu dễ chịu,5,0
"Kinh nghiệm sử dụng:cần bóp nước kỹ Mẹo:rửa mặt Bao bì:hộp đẹp  Ship nhanh, bông bóp nước kỹ rửa mềm, không thấy rát da dù cọ mạnh tay, màu sắc khá xinh",5,0
"Kinh nghiệm sử dụng:Sử dụng rất hiệu quả Làm đẹp:da nào cũng xài được, phù hợp Hương thơm:Chất thấm sau",5,0
Khâu đóng gói & Vận chuyển khiến sữa tắm bị đổ ra ngoài nhiều.,2,1
Nó bị lệch cái chỗ gài nhìn buồn cười xấu,2,1
Giao sai sản phẩm. Quá tệ. Nhắn cho shop thì không phản hồi lại. Lần đầu mua không quay lại lần sAu,1,1
"Đặt 2 đơn nhưng giao thiếu hẳn 1 túi nước lau sàn hơn 3kg, hỗ trợ chăm sóc khách hàng kém",1,1
"Kinh nghiệm sử dụng:Lam sach da Hương thơm:Mui hương dịu nhẹ Làm đẹp:moi độ tuổi dùng ạ, mới dùng thấy cũng thích, không nhờn rích, dễ chịu cần trải nghiệm thêm, cảm ơn shop",5,0
"Làm đẹp:phù hợp với mọi loại tóc, cả nam lẫn nữ Bao bì:đẹp  đã dùng chai thứ 3. mua trên live được giá tốt hơn, nhưng của mình bị thiếu quà tặng rồi shop ơi. shop à",1,1
sao của t không có hộp?? vỏ trầy. có phải hàng real hông zậy,2,1
"Shop mô tả là ấm nóng mà không thấy ấm đâu, chỉ thấy vừa nóng vừa rát thôi. Nhanh hay chậm thì cứ ma sát là nó nóng rát lên nhé. Dùng cực tệ",1,1
"Âm thanh:tại bên trái nghe được vài phút là có hiện tượng hết pin rất chán,",1,1
"Kết cấu:hình ảnh chỉ mang tính chất tham khảo Hương thơm:sd rất chán,ko phù hợp cho da đầu,dùng đổ dầu kính khủng và rất cay mắt",1,1
Shop lớn mà làm ăn không uy tín. Gửi hàng đúng nhưng không có quà tặng kèm. Mặc dù săn sale 3.3. Quá tệ.. yêu cầu trả hàng hoàn tiền thì không xử lý. Mình không biết là do nhân viên lấy lại quà tặng hay do chính sách của shop. Tệ thật sự. Lần đầu củng như lần cuối luôn. Mất niềm tin,1,1
"Chất ẩm mịn , thay thế được kem nền , triệt sắc đỏ, bàn 3.0 ẩm hơn",5,0
Khui kiện hàng mà nhìn hết hồn. Trai peel vỏ hộp móp méo. Khui ra cả 2 đầu. Nhìn cái nghi ngờ nhân sinh luôn. Mình Sài sản phẩm của loreal rất nhiều và chưa gặp tình trạng này bao giờ. Thấy sản phẩm mới nên mua dùng thử mà gặp tình trạng này. Thật sự rất thất vọng. Hay sai mua săn sel nên vậy (220k)giống khui ra để like xong nhét vào giao cho khách vậy đó. Thất vọng 😞,2,1
"Giao hàng nhanh chóng 300g mà lọ to đùng ,dùng thử thấy mùi thơm dịu nhẹ xoa thấm hút nhanh ko bị nhờn,rất ưng vjo shop 5sao",5,0
"Sản phẩm tốt, đóng gói kỹ , hạn sử dụng xa, chất lượng tốt aaaaaa",5,0
"Làm đẹp:chưa sử dụng chưa biết ntn nào mà mở hộp ra thấy hộp vỡ như hình, shop gói hàng sơ xài, sp hộp mà ko bọc chống sock,này thì xài gì nữa,sai lầm khi chọn. Shop này.",1,1
"Lợi ích:mượt tóc, thơm tóc, BV tóc khỏi nhiệt Hương thơm:thowm Mẹo:dùng sau khi gội đầu xong  Sản phẩm giao nhanh, đóng gói cẩn thận, sẽ ủng hộ shop nhiều hơn.",5,0
"Đã dùng sản phẩm rất tốt, sẽ quay lại mua lần 2.hình ảnh chỉ mang tính chất minh hoạ để lấy su. Xin cảm ơn",5,0
Sản phẩm này cũng không có quà tặng,1,1
Không có tặng khăn hả shop ?,1,1
lừa đảo ghi tặng thêm quà 12/12 mà giao tới k có quà nhãn hàng lớn mà lừa thế chịu rồi,1,1
mua 1 tặng quà mà ko có quà. nhắn tin toàn tin nhắn tự động không trả lời.,1,1
Nón ok. Nếu đội đẹp sẽ mua thêm mấy màu nữa. Shipper thân thiệnn,5,0
"Đóng gói sơ sài, mở ra gãy vòi, dầu gội chảy ra ngoài …………………..",1,1
Hình mẫu up mẫu mới lad bé trai. Nhận được là bé gái. Ko biết fake hay k nua. Cũng là dutch lady mà hình khác. Nhận được thùng sữa bị như hình. Sữa bị bể hôi thiu nghe kuif chịu k dc luôn . K biết là bể bịch lâu chưa. Mà nhìn hình bao bì thấy no đễu đễu. Định ấn hoàn mad thấy tội shiper qua vì hàng nặng. Nên thôi,1,1
Shop giao hàng nhanh chóng. Shop đóng hộp cẩn thận nên hộp thuốc nhuộm tóc phủ bạc màu đen tự nhiên nguyên vẹn không bị móp méo. Sản phẩm thương hiệu L' Oréal nên yên tâm sử dụng.,5,0
"Hương vị:. Bao bì:.  Vận chuyển chậm, treo đơn từ ngày 25/2-3/3 nên tôi đã đặt đơn hàng khác và nhận được hàng. 3/3 NV vận chuyển tự động cập nhật đã giao, mặc dù chưa liên lạc được với KH. 5/3 Nv vận chuyển liên hệ báo đơn hàng gửi dưới hầm nhà xe cty, nhờ chỉnh qua chế độ đã nhận hàng, để được hoàn hàng. Cuối cùng xử lý không cho KH hoàn trả. Làm việc gì chán quá!! Rất không hài lòng với đơn hàng này!!",2,1
"Hàng đểu, quảng cáo 2800W nhưng thực tế chỉ 1200W (Đã bật max gió + max nhiệt). Không có ion âm như mô tả. Giá rẻ nên ko có nhu cầu trả hàng.",1,1
"Sản phẩm phù hợp với giá tiền, hình ảnh mang tính chất nhận xu do chưa có tg chụp lại dc",5,0
Đợt này keo ko đều nha shop.dán bị hở keo phía bên phải,2,1
"Shop để tặng nhưng giao mỗi chống nắng không thấy tặng kèm khăn đâu, đóng gói sơ sài",1,1
Nói có quà tặng mà k có,1,1
"Thời giờ mà shop còn đi dán băng dính quanh miệng tuýp kem để đóng gói thì chịu luôn á, bóc ra vừa dính vừa mất thẩm mỹ, trông có chán ko. Shop nên tìm hiểu lại cách đóng gói.",2,1
"Hiệu ứng làm đẹp:che phur twj nhien Lợi ích:lau troi, kiem dau Kinh nghiệm sử dụng:k  Sản phẩm đúng mô tả, giao hàng nhanh, đóng gói cẩn thận",5,0
"Bao dù để là nhiều nước nhưng chất lượng cao su không tốt, dễ bị chầy âm dao, gel gốc nước nhưng sài như mấy gel bình thường không tan mà đóng cục lại rất khó chịu lun. Bao cho nữ nhưng ko ưu tiên cảm giác của nữ",2,1
Mua qc có tặng kèm thêm sp mjk đặt mua tới hai sq lại ko có quà tặng kèm ...chán shop lm ăn chả có tâm .😢,2,1
"04 đã có dấu hiệu mở và sử dụng còn đóng gói và ship cho khách, nhắn không rep trong khi đang online, hỗ trợ kém",1,1
"Đúng với mô tả:ok Chất liệu:thun lạnh Màu sắc:ok  Giao hàng nhanh, che tên sp nên các bác k lo nhé Mỗi chữ bị in thì mình giặt xong thấy hôi dã man🥲 chắc vài lần là bung",4,0
Đóng gói cẩn thận màu sắc lên mịn nhung Tuy nhiên không bám màu lâu dễ trôi sao ăn,5,0
"Độ tuổi sử dụng:2025 Bao bì/Mẫu mã:cẩn thận  Mn nên ủng hộ shop này, uy tính lắm, hàng 9 hãng nhe.",5,0
Giao hàng không có hàng tặng. Tệ. Bán hàng lừa đảo à.,1,1
Công dụng:bao ve suc khoe  Không ấy viết bao cao su với tên sản phẩm luôn đi chứ để tên vậy shipper đưa mà nhìn cũng ngại,2,1
Mua vì được tặng quà mà k được tặng,2,1
shop ko che tên sp 🆑🆑🆑,2,1
"Hương thơm:không biết Mẹo:không biết Lợi ích:ủ tóc, làm mướt tóc  shipper giao nhanh, thân thiện, nhiệt tình",5,0
Đóg gói siêu siêu tệ k dám quấng bịch chốg sốc nưa tới toàn bể vỡ bực bội vô cùng,1,1
"chòi oi xinh xỉu, mình siêu ưng cái màu này. tai nghe còn có dây đeo vs dây sạc đi cùng nữa. đẹp lắm luôn. nghe cubbgx êm. Ưng cái bụng ?)/&:(/🖐️👋💋",5,0
"Mùi hương:nhe Tính năng:thom Chất lượng:ok  Hàng tặng kèm, xịt mùi cũng thơm, hương thơm nhẹ. Cũng ok, nhưng mà ko rõ thế nào nên chắc chỉ xịt thơm quần áo chứ ko dám xịt vào người",5,0
"Bao bì/Mẫu mã:bao bi dep Hương vị:ngon  Làm ăn chán quá, 3 lần giao bị lỗi, hàng vỡ tùm lum, chán quá",1,1
"Mua lần 1 thì sữa lên men ,mua lần 2 thì thủng 3 bịch dell hiểu làm ăn kiểu j",1,1
Nên mua nha mn ơi về sài ưng ý lm luôn â giá rẻ nữa  thich lm ak nha mk,5,0
"""Chất lượng vượt mong đợi, dùng thích lắm ạ."" ""Đúng như mô tả, đóng gói cẩn thận, shop tư vấn nhiệt tình."" ""Giá hợp lý so với chất lượng nhận được, rất đáng đồng tiền",5,0
"Hàng đóng gói ẩu, 1 lớp nilong, hàng bể vỡ, sữa vỡ ra ngoài",1,1
"Shipper dễ thương, giao hàng nhanh chóng, đóng gói cẩn thận, không có hàng tặng kèm",2,1
"Lần này sữa date năm 2025 với hết hạn ah,đc tặng túi cavas rất dễ thương.mua sữa Mall yên tâm, giờ ko dám mua ở ngoài nữa vì sợ hàng nhái,hihi",5,0
Nón mới dữ chưa.  bán hàng bớt toxic lại,1,1
"Mùi hương:thom Chất lượng sản phẩm:dùng ok Đối tượng sử dụng:cho moi đối tượng, trẻ em nên dùng  Shop đóng hàng ẩu Giao hàng mình ko thấy bị chảy Thanh toán xong khui hàng thấy chảy thè lè gần hết 1 chai Quá bực mình Yêu cần shop giải quyết sớm",1,1
"k tặng nước tt, tn k phản hồi",1,1
Hình ảnh video mang tính chất nghận xuuuuuu Sản phẩm oklllaaaaaa,5,0
Ốp quá cứng. Lắp vào muốn tháo ra rất khó khăn. Nên sản xuất ốp viền dẻo để đỡ cho việc tháo ra vệ sinh. Quá thất vọng với số tiền mình phải bỏ ra. Mình đã bẻ và vứt ngay lần đầu sử dụng,2,1
Mua 2 sản phẩm mà không có món quà tặng nào như công bố ( mua 1 tặng 2),1,1
"Đóng gói ko cẩn thận, combo 2 chai listerine bị biến dạng hết.",2,1
Công dụng:dưỡng da Dành cho da:da thường Mùi hương:dịu nhẹ  Sản phẩm tốt . Mua nhiều lần rồi . Lần nào cũng có tặng phẩm kèm theo như hình . Lần này mua cũng cận  dịp lễ mà ko có tặng phẩm kèm theo như hình gì hết . Buồn .,1,1
"Làm đẹp:không ổn Kiểm soát dầu:bình thường  Đồ hãng mà không có một cái hộp đàng hoàng. Tem bị cắt ngang ở đường vặn, phía nắp mở thì dán như để che mắt vậy. Mua đồ chợ còn có cảm giác mua đồ mới, được bóc seal. Này thì không nhé, shop bốc seal giùm mình luôn rồi:))) Nắp xước tùm lum chỗ. Ngày sản xuất từ t11.2024. Mở cái hộp ra nhìn chán lắm luôn.",1,1
"Đúng với mô tả:đúng Chất lượng sản phẩm:ok  Ốp mỏng nhẹ,chắc chắn ốp vào điện thoại rất đẹp nha,hãng bảo hành ố vàng 1 đổi 1 trong 1 năm,để trải nghiệm thời gian xem sao",5,0
"Đã mua lần 4, giao hàng nhanh chất kem thấm nhanh, mình da khô nên thấy hợp vs da, k nặng mặt cho ai thích k nâng tôn",5,0
Dao hàng nhanh kinh khủng đặt chiều qua mà sáng nay mình nhận được hàng luôn shop làm việc siêu đỉnh luôn thấy mọi người bảo ok lên mua thử,5,0
"Công dụng:tranhs thai  sản phẩm như hình, giao hàng đóng gói cẩn thận, dùng rất mê nên đã mua nhiều lần, ai sài nhiều thì nên mua hộp 10c cho tiện nhé!",5,0
"Hạn sử dụng sản phẩm xa, tẩy trang dùng cho da dầu ổn, shop đóng gói cẩn thận.",5,0
Mùi hương:thơm Công dụng:dưỡng da Phù hợp với loại da:all  Sài quen rồi nên mua lại sài tiếp. Dùng thêm tuýp nữa xem có trắng thêm hay không mới biết được.,4,0
Bao bì xinhhhhh xẻo ship hàng siêu nhanh luôn ạ đóng gói cẩn thận,5,0
Sản phẩm như mẫu nha...dùng thấy ok lắm luôn. Tẩy trang cũng khá sạch đến 80% luôn. Nên mua nhaaa lần sau ủng hộ shop tiếp,5,0
Hương thơm:k Kinh nghiệm sử dụng:kết cấu dạng gel Làm đẹp:all da  Mk k thể vặn đc cái vòi lấy gel ra luôn giao hàng lâu mua đc giá kkhas rẻ loại này ms nên kbt có oke nhue cũ k,5,0
Quảng cáo thì kêu tặng quà.  Mua thì ko có.  Rồi kêu quà pải có trong giỏ..  lằng nhằng,1,1
Hương vị:ngon tuyệt vời  Đóng hàng sơ sài giao hàng vỡ sữa,2,1
"Giao hàng lâu shop nhé, lần đầu mua, mong là dùng ổn áp cho da khô, chàm",5,0
Cái này tẩy trang makeup đậm siêu đã lun nha. Lau 1 cái là bay màu mascara son môi liền. Bất ngờ lun đó mng ơi .,5,0
Bao bì/Mẫu mã:quá sịn Hương vị:sữa đặc có đường  Đã nhận hàng săn được giá rẻ quá okay  nha,5,0
"Công dụng:xúc cho bớt nghiệp Mùi hương:dell biết  Làm ăn gian dối, treo đầu dê bán thịt chó 🙂",1,1
Giao hàng nhanh Giao đúng mùi mình đặt Sẽ quay lại ủng hộ shop.,5,0
"Làm đẹp:che phủ ở mức trung bình khá, nhanh khô nên mn nên tán nhanh tay, độ bền của nền khá ổn, mình thấy sau 2 tiếng đã xuống tone 1 chút. mn nên chọn màu sáng hơn vì bảng màu mình thấy bị tối hơn khá nhiều. Kiểm soát dầu:mức kiềm dầu còn tùy thuộc vào mn dưỡng da trước khi đánh nền nnao, nhưng mình thấy kiềm dầu cũng không ổn lắm.  shop gói hàng rất ẩu ạ😭 tuy hàng nhận về vẫn còn nguyên vẹn nhưng đã bị xước khá nhiều, không có hộp nên cảm giác cũng không an tâm cho lắm. chất lượng cũng không như mong đợi, cug khá thất vọng",1,1
Lần đầu mua sữa tắm này trên sàn 🍊mà thất vọng thật,2,1
Làm sạch:ok Dịu nhẹ:ok Hương thơm:ok  Rẻ tẩy trang sạch dịu ok rẻ giao nhanh okila la lá lô lắm lun,5,0
Tẩy trang ngon bổ rẻ của tuii. Săn sale 6/6 rẻ xĩuu còn được tặng thêm chai 200ml quá đẽeeee,5,0
"Mình thấy nó cứ hồng hồng tím tím sao ấy, màu không giống quảng cáo.",1,1
Hương vị:ok  Hình ảnh và video nhận xu. Giao hàng nhanh. Đóng gói kỹ đúng,5,0
đặt từ lúc cho tặng kem lót mà gửi tặng chì kẻ mày,1,1
"Công dụng:làm sạch da Mùi hương:không mùi Dành cho da:dầu mụn, nhạy cảm  mình đã mua nh lần srm của shop rồi dùng rất là thích mụn mình cảm thấy cải thiện kh lên mụn to nữa sạch da lắm",5,0
"Mình đã nhận hàng rồi, đóng gói cẩn thận, sản phẩm nhìn đẹp và đúng như mô tả. Chất lượng ổn so với giá, dùng thử thấy rất hài lòng. Shop giao nhanh, giá rẻ mà hàng vẫn ok. Sẽ ủng hộ thêm! Hình ảnh mang tính chất nhận xu",5,0
Loại này gội rất mượt tóc mình xài cho con cũng lâu lắm rồi. Nên trải nghiêm mn nhé,5,0
"giao hàng khá nhanh, sản phẩm giống mô tả, có hàng tặng kèm với săn sale nên giá ổn",5,0
Không có hàng tặng như quảng cáo 😡😡😡😡,1,1
Đóng gói cẩn thận. Thời gian giao hàng nhanh. Đã mua và ủng shop nhiều lần.,5,0
"Màu sắc:đen, xanh Đúng với mô tả:đúng với mô tả của sản phẩm  Hàng chuẩn size, dễ mặc, giá cả dễ tiếp cận",5,0
"Sữa thì chính hãng không có vấn đề gì, chỉ có việc giao hàng quá lâu, 2 tuần mới giao tới",2,1
