index,gold_tags,pred_tags,gold_spans,pred_spans,error_type
67,O O B-COMP I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP,O O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP,"[(2, 4, 'COMP'), (5, 8, 'COMP'), (11, 16, 'COMP')]",[],missed_entity
68,O O O O B-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP O,O O O O O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP,"[(4, 6, 'COMP'), (8, 10, 'COMP')]",[],missed_entity
69,O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O,O O O O O O O I-COMP I-COMP O O O O O O,"[(1, 7, 'COMP')]",[],missed_entity
70,O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP,O O O O O O I-COMP I-COMP I-COMP I-COMP,"[(5, 9, 'COMP')]",[],missed_entity
71,B-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP O O O O O O O O,O O I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP,"[(0, 3, 'COMP'), (7, 8, 'COMP')]",[],missed_entity
72,O O O O O O O O O B-COMP I-COMP O O O O O B-COMP I-COMP I-COMP I-COMP O O O O O O O O O O B-COMP I-COMP I-COMP O B-COMP I-COMP O B-COMP I-COMP O,O O O O O O O O O O O O I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP O,"[(9, 10, 'COMP'), (16, 19, 'COMP'), (30, 32, 'COMP'), (34, 35, 'COMP'), (37, 38, 'COMP')]",[],missed_entity
73,O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O I-COMP O O O O O O O O O O O O O O O O O O O I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O I-COMP O I-COMP I-COMP O O O I-COMP O O O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O,"[(22, 24, 'COMP'), (36, 40, 'COMP'), (46, 53, 'COMP')]",[],missed_entity
74,O B-COMP I-COMP O O O O O O O O O,O O I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP,"[(1, 2, 'COMP')]",[],missed_entity
75,O B-COMP I-COMP O O B-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O,O O I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O I-COMP O O O O O,"[(1, 2, 'COMP'), (5, 6, 'COMP')]",[],missed_entity
76,O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O O B-COMP I-COMP I-COMP O O O O B-COMP I-COMP I-COMP I-COMP,O O O O O I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP O O O I-COMP O I-COMP O O O I-COMP I-COMP I-COMP O O O I-COMP I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP,"[(22, 24, 'COMP'), (29, 31, 'COMP'), (36, 39, 'COMP')]",[],missed_entity
77,O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP O O,O O O O O I-COMP O O O O O O O O I-COMP I-COMP I-COMP I-COMP,"[(12, 15, 'COMP')]",[],missed_entity
78,B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O,O O I-COMP I-COMP I-COMP I-COMP O O O O,"[(0, 4, 'COMP')]",[],missed_entity
79,B-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP B-COMP I-COMP I-COMP O O O O,O O I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP O O O O I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O,"[(0, 4, 'COMP'), (6, 8, 'COMP'), (11, 16, 'COMP'), (17, 19, 'COMP')]",[],missed_entity
80,B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O B-COMP O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O,O O O O O I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O I-COMP I-COMP O O O I-COMP I-COMP I-COMP O O I-COMP O O I-COMP I-COMP O O O O O O I-COMP O I-COMP I-COMP O O,"[(0, 5, 'COMP'), (11, 11, 'COMP'), (32, 34, 'COMP'), (41, 45, 'COMP'), (48, 53, 'COMP')]",[],missed_entity
81,B-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O B-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O I-COMP I-COMP O O O O O O O O O O O O O I-COMP I-COMP O O O I-COMP I-COMP O O O O O I-COMP O O I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O I-COMP I-COMP O I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-COMP O O O O O O O O,"[(0, 2, 'COMP'), (35, 42, 'COMP'), (51, 52, 'COMP')]",[],missed_entity
82,O O O O O O B-COMP I-COMP I-COMP O O O O O O O B-COMP I-COMP O O O O O O O O O O O O,O O O I-COMP O O O O I-COMP I-COMP O O O O O O I-COMP I-COMP I-COMP O I-COMP I-COMP O O O O O O O O,"[(6, 8, 'COMP'), (16, 17, 'COMP')]",[],missed_entity
84,O O O O O B-COMP I-COMP,O O O O O O I-COMP,"[(5, 6, 'COMP')]",[],missed_entity
85,O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP I-COMP,O O O O I-COMP I-COMP O O O O O I-COMP I-COMP I-COMP I-COMP O O O O O I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP O I-COMP,"[(19, 23, 'COMP'), (24, 28, 'COMP')]",[],missed_entity
86,O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP O O O O O O O O O O O O O B-COMP,O O O I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP O O O I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O I-COMP I-COMP I-COMP,"[(4, 8, 'COMP'), (14, 16, 'COMP'), (30, 30, 'COMP')]",[],missed_entity
87,B-COMP I-COMP B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O,O O I-COMP O O O I-COMP O O O O O O,"[(0, 1, 'COMP'), (2, 7, 'COMP')]",[],missed_entity
88,O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O I-COMP I-COMP I-COMP O I-COMP I-COMP O O I-COMP I-COMP I-COMP O I-COMP O I-COMP I-COMP O O O O O I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O I-COMP I-COMP I-COMP O O I-COMP O O O O O O O O O O O O O O O O O O,"[(9, 14, 'COMP'), (18, 19, 'COMP'), (21, 24, 'COMP'), (30, 36, 'COMP')]",[],missed_entity
89,O O O O O O B-COMP I-COMP,O O O O O O I-COMP I-COMP,"[(6, 7, 'COMP')]",[],missed_entity
90,B-COMP I-COMP I-COMP I-COMP,O O I-COMP I-COMP,"[(0, 3, 'COMP')]",[],missed_entity
91,O O O B-COMP I-COMP I-COMP,O O O O I-COMP I-COMP,"[(3, 5, 'COMP')]",[],missed_entity
92,B-COMP I-COMP O O O O O O O O O O O O O O B-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP O O O O O O O O,O O O O I-COMP O O O O O O O O O O O O O O I-COMP O I-COMP O I-COMP O O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP O O O O O O O O O I-COMP O O O O O O O O O O O O O O O O,"[(0, 1, 'COMP'), (16, 17, 'COMP'), (52, 55, 'COMP')]",[],missed_entity
93,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O B-COMP I-COMP I-COMP I-COMP,O O O O O O O O O O O O I-COMP O O I-COMP I-COMP I-COMP O I-COMP O O O O O I-COMP O O I-COMP I-COMP O I-COMP I-COMP O I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP,"[(37, 39, 'COMP'), (43, 46, 'COMP')]",[],missed_entity
94,O O O O O B-COMP I-COMP I-COMP,O O O O O O I-COMP I-COMP,"[(5, 7, 'COMP')]",[],missed_entity
95,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O,O O O O O O I-COMP I-COMP I-COMP O O O O O O O O I-COMP O I-COMP O O O O O O O O O O I-COMP O O O O O O O O I-COMP O O O O O O I-COMP O I-COMP O O O I-COMP O O O I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O I-COMP O I-COMP I-COMP O O O O O,"[(44, 48, 'COMP'), (61, 65, 'COMP')]",[],missed_entity
96,B-COMP I-COMP I-COMP I-COMP O O O O,O O O O O O I-COMP O,"[(0, 3, 'COMP')]",[],missed_entity
97,O O O O O O O O O O O O O B-COMP I-COMP I-COMP B-COMP I-COMP I-COMP,O O O O O O O O O O O O O O O O O I-COMP I-COMP,"[(13, 15, 'COMP'), (16, 18, 'COMP')]",[],missed_entity
98,O O O O O B-COMP I-COMP O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP,O O O O O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O I-COMP I-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP,"[(5, 6, 'COMP'), (18, 22, 'COMP'), (24, 29, 'COMP'), (31, 33, 'COMP')]",[],missed_entity
99,O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O I-COMP O O O O O O O O O O O O I-COMP I-COMP O I-COMP I-COMP O O O O O O O I-COMP I-COMP O O O O O O,"[(8, 14, 'COMP')]",[],missed_entity
