index,gold_tags,pred_tags,gold_spans,pred_spans,error_type
52,O O O O O O O O O B-COMP O B-COMP I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP,O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O,"[(9, 9, 'COMP'), (11, 13, 'COMP'), (14, 23, 'COMP'), (24, 45, 'COMP')]","[(13, 15, 'COMP'), (21, 25, 'COMP')]",boundary_error
53,O O O O O O B-COMP I-COMP I-COMP O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP,"[(6, 8, 'COMP'), (24, 31, 'COMP'), (33, 37, 'COMP')]","[(25, 27, 'COMP'), (30, 32, 'COMP'), (34, 37, 'COMP')]",boundary_error
54,O O O O O O O O O B-COMP I-COMP I-COMP I-COMP,O O O O O O O O O O B-COMP I-COMP I-COMP,"[(9, 12, 'COMP')]","[(10, 12, 'COMP')]",boundary_error
55,O O O O B-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP,O O O O O B-COMP I-COMP O O O O O B-COMP I-COMP I-COMP O I-COMP O B-COMP I-COMP I-COMP,"[(4, 5, 'COMP'), (8, 13, 'COMP'), (16, 20, 'COMP')]","[(5, 6, 'COMP'), (12, 14, 'COMP'), (18, 20, 'COMP')]",boundary_error
56,B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP,O O O O O O O O O O O B-COMP I-COMP I-COMP B-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O,"[(0, 8, 'COMP'), (10, 14, 'COMP'), (16, 26, 'COMP')]","[(11, 13, 'COMP'), (14, 15, 'COMP'), (17, 21, 'COMP')]",boundary_error
57,O O O O O O O O O O B-COMP I-COMP I-COMP O B-COMP I-COMP B-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O,O O O O O O O O O O O B-COMP I-COMP I-COMP B-COMP I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O,"[(10, 12, 'COMP'), (14, 15, 'COMP'), (16, 19, 'COMP')]","[(11, 13, 'COMP'), (14, 16, 'COMP'), (17, 20, 'COMP')]",boundary_error
58,O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP I-COMP O O O O O O O O O,O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP I-COMP O O O O O O O O,"[(15, 20, 'COMP'), (24, 26, 'COMP')]","[(15, 21, 'COMP'), (25, 27, 'COMP')]",boundary_error
59,O O O O O B-COMP I-COMP O O O O O O O O B-COMP I-COMP I-COMP B-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP,O O O O O O B-COMP I-COMP O O O O B-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP,"[(5, 6, 'COMP'), (15, 17, 'COMP'), (18, 19, 'COMP'), (22, 26, 'COMP')]","[(6, 7, 'COMP'), (12, 15, 'COMP'), (19, 21, 'COMP'), (23, 26, 'COMP')]",boundary_error
60,O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP O O O O,O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP O O O,"[(12, 15, 'COMP')]","[(13, 16, 'COMP')]",boundary_error
61,O O O O O O B-COMP I-COMP,O O O O O O O B-COMP,"[(6, 7, 'COMP')]","[(7, 7, 'COMP')]",boundary_error
62,B-COMP I-COMP I-COMP O O O,O B-COMP I-COMP I-COMP O O,"[(0, 2, 'COMP')]","[(1, 3, 'COMP')]",boundary_error
63,O O O O B-COMP I-COMP I-COMP I-COMP B-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP O O O B-COMP I-COMP I-COMP O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O,O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP B-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP O O O O O O O O O O O B-COMP I-COMP O O O O O,"[(4, 7, 'COMP'), (8, 10, 'COMP'), (31, 32, 'COMP'), (36, 38, 'COMP'), (42, 46, 'COMP')]","[(5, 9, 'COMP'), (10, 12, 'COMP'), (34, 35, 'COMP'), (47, 48, 'COMP')]",boundary_error
64,O O O O O O O O O O O O O O O B-COMP I-COMP,O O O O O O O O O O O O O O O O B-COMP,"[(15, 16, 'COMP')]","[(16, 16, 'COMP')]",boundary_error
66,B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP,I-COMP B-COMP I-COMP I-COMP I-COMP I-COMP,"[(0, 5, 'COMP')]","[(1, 5, 'COMP')]",boundary_error
67,O O B-COMP I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP,I-COMP B-COMP I-COMP I-COMP I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP,"[(2, 4, 'COMP'), (5, 8, 'COMP'), (11, 16, 'COMP')]","[(1, 5, 'COMP'), (6, 9, 'COMP'), (12, 16, 'COMP')]",boundary_error
68,O O O O B-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP O,O O O O O B-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP,"[(4, 6, 'COMP'), (8, 10, 'COMP')]","[(5, 7, 'COMP'), (9, 11, 'COMP')]",boundary_error
69,O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O,O O O O O O B-COMP I-COMP I-COMP O O O O O O,"[(1, 7, 'COMP')]","[(6, 8, 'COMP')]",boundary_error
70,O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP,O O O O O O B-COMP I-COMP I-COMP I-COMP,"[(5, 9, 'COMP')]","[(6, 9, 'COMP')]",boundary_error
71,B-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP O O O O O O O O,O B-COMP I-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP,"[(0, 3, 'COMP'), (7, 8, 'COMP')]","[(1, 5, 'COMP'), (9, 10, 'COMP'), (12, 16, 'COMP')]",boundary_error
72,O O O O O O O O O B-COMP I-COMP O O O O O B-COMP I-COMP I-COMP I-COMP O O O O O O O O O O B-COMP I-COMP I-COMP O B-COMP I-COMP O B-COMP I-COMP O,O O O O O O O O O O O O B-COMP I-COMP B-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP O I-COMP B-COMP I-COMP I-COMP O B-COMP I-COMP O,"[(9, 10, 'COMP'), (16, 19, 'COMP'), (30, 32, 'COMP'), (34, 35, 'COMP'), (37, 38, 'COMP')]","[(12, 13, 'COMP'), (14, 17, 'COMP'), (19, 22, 'COMP'), (28, 30, 'COMP'), (33, 35, 'COMP'), (37, 38, 'COMP')]",boundary_error
73,O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O B-COMP I-COMP O O O O O O O O O O O O O O O O B-COMP I-COMP O B-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP I-COMP B-COMP I-COMP O O B-COMP O O B-COMP I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O,"[(22, 24, 'COMP'), (36, 40, 'COMP'), (46, 53, 'COMP')]","[(2, 3, 'COMP'), (20, 21, 'COMP'), (23, 25, 'COMP'), (27, 34, 'COMP'), (38, 40, 'COMP'), (41, 42, 'COMP'), (45, 45, 'COMP'), (48, 50, 'COMP'), (51, 55, 'COMP')]",boundary_error
74,O B-COMP I-COMP O O O O O O O O O,I-COMP O B-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP,"[(1, 2, 'COMP')]","[(2, 5, 'COMP'), (7, 11, 'COMP')]",boundary_error
75,O B-COMP I-COMP O O B-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O,O B-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O,"[(1, 2, 'COMP'), (5, 6, 'COMP')]","[(1, 3, 'COMP'), (5, 11, 'COMP')]",boundary_error
76,O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O O B-COMP I-COMP I-COMP O O O O B-COMP I-COMP I-COMP I-COMP,O O O O O B-COMP O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O O O O O O O B-COMP I-COMP O,"[(22, 24, 'COMP'), (29, 31, 'COMP'), (36, 39, 'COMP')]","[(5, 5, 'COMP'), (25, 27, 'COMP'), (37, 38, 'COMP')]",boundary_error
77,O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP O O,O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP,"[(12, 15, 'COMP')]","[(14, 17, 'COMP')]",boundary_error
78,B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O,O B-COMP B-COMP I-COMP I-COMP I-COMP O O O O,"[(0, 4, 'COMP')]","[(1, 1, 'COMP'), (2, 5, 'COMP')]",boundary_error
79,B-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP B-COMP I-COMP I-COMP O O O O,O B-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP O O O O I-COMP O B-COMP I-COMP I-COMP O O I-COMP O O,"[(0, 4, 'COMP'), (6, 8, 'COMP'), (11, 16, 'COMP'), (17, 19, 'COMP')]","[(1, 5, 'COMP'), (7, 9, 'COMP'), (16, 18, 'COMP')]",boundary_error
80,B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O B-COMP O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O,O O O O B-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP O O O O O O O O O O O B-COMP I-COMP O O O O O O O O O O O O,"[(0, 5, 'COMP'), (11, 11, 'COMP'), (32, 34, 'COMP'), (41, 45, 'COMP'), (48, 53, 'COMP')]","[(4, 7, 'COMP'), (28, 29, 'COMP'), (41, 42, 'COMP')]",boundary_error
81,B-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O B-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O B-COMP I-COMP O O O O O O O O B-COMP O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[(0, 2, 'COMP'), (35, 42, 'COMP'), (51, 52, 'COMP')]","[(1, 3, 'COMP'), (22, 23, 'COMP'), (32, 32, 'COMP'), (37, 44, 'COMP'), (51, 54, 'COMP')]",boundary_error
82,O O O O O O B-COMP I-COMP I-COMP O O O O O O O B-COMP I-COMP O O O O O O O O O O O O,O O B-COMP I-COMP O O O O B-COMP I-COMP O O O O O O B-COMP I-COMP I-COMP O B-COMP I-COMP O O O O O O O O,"[(6, 8, 'COMP'), (16, 17, 'COMP')]","[(2, 3, 'COMP'), (8, 9, 'COMP'), (16, 18, 'COMP'), (20, 21, 'COMP')]",boundary_error
83,O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP,O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP I-COMP O B-COMP I-COMP B-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O,"[(4, 9, 'COMP'), (11, 12, 'COMP'), (16, 20, 'COMP'), (29, 35, 'COMP')]","[(5, 10, 'COMP'), (14, 16, 'COMP'), (18, 19, 'COMP'), (20, 23, 'COMP')]",boundary_error
84,O O O O O B-COMP I-COMP,O O O O O O B-COMP,"[(5, 6, 'COMP')]","[(6, 6, 'COMP')]",boundary_error
85,O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP B-COMP I-COMP I-COMP I-COMP I-COMP,O O O O O O O O O O O O O I-COMP O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP B-COMP I-COMP O B-COMP,"[(19, 23, 'COMP'), (24, 28, 'COMP')]","[(20, 24, 'COMP'), (25, 26, 'COMP'), (28, 28, 'COMP')]",boundary_error
86,O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP O O O O O O O O O O O O O B-COMP,O O O B-COMP O I-COMP O O O O O O O O O B-COMP I-COMP I-COMP O O O O O O O O O O O B-COMP I-COMP,"[(4, 8, 'COMP'), (14, 16, 'COMP'), (30, 30, 'COMP')]","[(3, 3, 'COMP'), (15, 17, 'COMP'), (29, 30, 'COMP')]",boundary_error
87,B-COMP I-COMP B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O,O B-COMP I-COMP O O O O O O O O O O,"[(0, 1, 'COMP'), (2, 7, 'COMP')]","[(1, 2, 'COMP')]",boundary_error
88,O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O B-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP O B-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP I-COMP O I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[(9, 14, 'COMP'), (18, 19, 'COMP'), (21, 24, 'COMP'), (30, 36, 'COMP')]","[(11, 16, 'COMP'), (18, 18, 'COMP'), (20, 21, 'COMP'), (23, 26, 'COMP'), (32, 35, 'COMP')]",boundary_error
91,O O O B-COMP I-COMP I-COMP,O O O O B-COMP I-COMP,"[(3, 5, 'COMP')]","[(4, 5, 'COMP')]",boundary_error
92,B-COMP I-COMP O O O O O O O O O O O O O O B-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP O O O O O O O O,O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP O O O O O O O O B-COMP I-COMP I-COMP O O O O O O O O O O O O O O O,"[(0, 1, 'COMP'), (16, 17, 'COMP'), (52, 55, 'COMP')]","[(1, 5, 'COMP'), (18, 23, 'COMP'), (26, 34, 'COMP'), (36, 37, 'COMP'), (46, 48, 'COMP')]",boundary_error
93,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP I-COMP O O O B-COMP I-COMP I-COMP I-COMP,O O O O O O O O O O O O O O O O O O O O O O O O O O O I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP,"[(37, 39, 'COMP'), (43, 46, 'COMP')]","[(38, 40, 'COMP'), (42, 46, 'COMP')]",boundary_error
94,O O O O O B-COMP I-COMP I-COMP,O O O O O O B-COMP I-COMP,"[(5, 7, 'COMP')]","[(6, 7, 'COMP')]",boundary_error
97,O O O O O O O O O O O O O B-COMP I-COMP I-COMP B-COMP I-COMP I-COMP,O O O O O O O O O O O O O O O O O B-COMP I-COMP,"[(13, 15, 'COMP'), (16, 18, 'COMP')]","[(17, 18, 'COMP')]",boundary_error
98,O O O O O B-COMP I-COMP O O O O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP,O O O O O O B-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O B-COMP I-COMP,"[(5, 6, 'COMP'), (18, 22, 'COMP'), (24, 29, 'COMP'), (31, 33, 'COMP')]","[(6, 7, 'COMP'), (9, 13, 'COMP'), (19, 23, 'COMP'), (25, 30, 'COMP'), (32, 33, 'COMP')]",boundary_error
99,O O O O O O O O B-COMP I-COMP I-COMP I-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-COMP B-COMP I-COMP B-COMP I-COMP I-COMP I-COMP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMP I-COMP O O O O O O,"[(8, 14, 'COMP')]","[(12, 12, 'COMP'), (13, 14, 'COMP'), (15, 18, 'COMP'), (51, 52, 'COMP')]",boundary_error
